mass,"L18 (v0, [Fe/H]=-3)","L18 (v0, [Fe/H]=-2)","L18 (v0, [Fe/H]=-1)","L18 (v0, [Fe/H]=0)","L18 (v150, [Fe/H]=-3)","L18 (v150, [Fe/H]=-2)","L18 (v150, [Fe/H]=-1)","L18 (v150, [Fe/H]=0)","L18 (v300, [Fe/H]=-3)","L18 (v300, [Fe/H]=-2)","L18 (v300, [Fe/H]=-1)","L18 (v300, [Fe/H]=0)"
13,0.003256,0.003405,0.002488,0.004506,0.00606,0.004949,0.04597,0.00686,0.01633,0.09818,0.07802,0.01954
15,0.01866,0.004282,0.004902,0.005887,0.01553,0.06887,0.01957,0.005516,0.01517,0.08791,0.1103,0.01569
20,0.003833,0.004315,0.003593,0.006507,0.009838,0.01532,0.0118,0.009114,0.01207,0.01872,0.008139,0.00985
25,0.006025,0.004959,0.005121,0.005736,0.01162,0.01128,0.0118,0.01182,0.01485,0.01274,0.01182,0.01241
30,2.904e-09,1.998e-07,2.493e-05,0.001238,3.345e-07,4.695e-06,5.934e-05,0.001211,1.872e-06,2.159e-05,0.0002032,0.001212
40,4.622e-09,3.651e-07,0.000163,0.001671,2.226e-06,2.627e-05,0.0002702,0.001694,2.244e-06,2.463e-05,0.0002789,0.001688
60,8.281e-09,5.531e-07,0.0002605,0.002779,2.612e-06,3.468e-05,0.0004824,0.002625,3.161e-06,3.234e-05,0.000465,0.002796
80,1.431e-08,2.028e-06,0.0005806,0.003692,3.802e-06,4.556e-05,0.0006064,0.003554,3.932e-06,4.744e-05,0.0006872,0.004031
120,4.935e-08,2.486e-05,0.001002,0.005931,6.538e-06,6.877e-05,0.001109,0.006016,5.386e-06,7.103e-05,0.001141,0.006536
