mass,"L18 (v0, [Fe/H]=-3)","L18 (v0, [Fe/H]=-2)","L18 (v0, [Fe/H]=-1)","L18 (v0, [Fe/H]=0)","L18 (v150, [Fe/H]=-3)","L18 (v150, [Fe/H]=-2)","L18 (v150, [Fe/H]=-1)","L18 (v150, [Fe/H]=0)","L18 (v300, [Fe/H]=-3)","L18 (v300, [Fe/H]=-2)","L18 (v300, [Fe/H]=-1)","L18 (v300, [Fe/H]=0)"
13,0.0002505,0.0002619,0.0001914,0.0003466,0.0004662,0.0003807,0.003536,0.0005277,0.001256,0.007553,0.006002,0.001503
15,0.001244,0.0002855,0.0003268,0.0003925,0.001036,0.004591,0.001305,0.0003678,0.001011,0.005861,0.007357,0.001046
20,0.0001917,0.0002158,0.0001797,0.0003253,0.0004919,0.0007662,0.0005902,0.0004557,0.0006035,0.0009359,0.0004069,0.0004925
25,0.000241,0.0001984,0.0002048,0.0002294,0.0004648,0.0004511,0.000472,0.0004728,0.0005939,0.0005097,0.0004729,0.0004963
30,9.68e-11,6.659e-09,8.311e-07,4.128e-05,1.115e-08,1.565e-07,1.978e-06,4.036e-05,6.238e-08,7.196e-07,6.773e-06,4.04e-05
40,1.156e-10,9.127e-09,4.076e-06,4.177e-05,5.566e-08,6.569e-07,6.756e-06,4.236e-05,5.61e-08,6.157e-07,6.973e-06,4.221e-05
60,1.38e-10,9.218e-09,4.342e-06,4.632e-05,4.354e-08,5.78e-07,8.039e-06,4.374e-05,5.268e-08,5.389e-07,7.751e-06,4.66e-05
80,1.789e-10,2.535e-08,7.257e-06,4.615e-05,4.753e-08,5.695e-07,7.58e-06,4.442e-05,4.915e-08,5.929e-07,8.59e-06,5.039e-05
120,4.112e-10,2.072e-07,8.348e-06,4.942e-05,5.448e-08,5.731e-07,9.24e-06,5.013e-05,4.488e-08,5.92e-07,9.508e-06,5.447e-05
