mass,"L18 (v0, [Fe/H]=-3)","L18 (v0, [Fe/H]=-2)","L18 (v0, [Fe/H]=-1)","L18 (v0, [Fe/H]=0)","L18 (v150, [Fe/H]=-3)","L18 (v150, [Fe/H]=-2)","L18 (v150, [Fe/H]=-1)","L18 (v150, [Fe/H]=0)","L18 (v300, [Fe/H]=-3)","L18 (v300, [Fe/H]=-2)","L18 (v300, [Fe/H]=-1)","L18 (v300, [Fe/H]=0)"
13,0.003841,0.004091,0.003092,0.00556,0.006837,0.005461,0.041,0.01005,0.02028,0.1041,0.08162,0.02139
15,0.02026,0.005339,0.006526,0.007974,0.02943,0.06138,0.01681,0.01073,0.02476,0.1008,0.1429,0.02586
20,0.004558,0.005261,0.005001,0.008482,0.01106,0.01675,0.01548,0.01673,0.01715,0.02726,0.01655,0.01923
25,0.006375,0.005462,0.00841,0.00927,0.01268,0.0135,0.0145,0.01847,0.01664,0.01756,0.01627,0.01877
30,3.018e-09,2.076e-07,2.591e-05,0.001287,3.475e-07,4.879e-06,6.166e-05,0.001258,1.945e-06,2.239e-05,0.0002111,0.001259
40,4.804e-09,3.794e-07,0.0001694,0.001736,2.314e-06,2.729e-05,0.0002808,0.001759,2.332e-06,2.548e-05,0.0002892,0.001753
60,8.604e-09,5.748e-07,0.0002706,0.002887,2.715e-06,3.6e-05,0.0004978,0.002724,3.283e-06,3.319e-05,0.0004786,0.002903
80,1.487e-08,2.108e-06,0.0006034,0.003831,3.951e-06,4.725e-05,0.0006229,0.003682,4.083e-06,4.839e-05,0.0007081,0.004183
120,5.128e-08,2.584e-05,0.001039,0.006151,6.794e-06,7.086e-05,0.001144,0.006237,5.597e-06,7.126e-05,0.001176,0.006786
