mass,"L18 (v0, [Fe/H]=-3)","L18 (v0, [Fe/H]=-2)","L18 (v0, [Fe/H]=-1)","L18 (v0, [Fe/H]=0)","L18 (v150, [Fe/H]=-3)","L18 (v150, [Fe/H]=-2)","L18 (v150, [Fe/H]=-1)","L18 (v150, [Fe/H]=0)","L18 (v300, [Fe/H]=-3)","L18 (v300, [Fe/H]=-2)","L18 (v300, [Fe/H]=-1)","L18 (v300, [Fe/H]=0)"
13,0.0002955,0.0003147,0.0002378,0.0004277,0.0005259,0.0004201,0.003154,0.0007733,0.00156,0.008009,0.006278,0.001646
15,0.001351,0.000356,0.0004351,0.0005316,0.001962,0.004092,0.00112,0.0007151,0.001651,0.006722,0.009527,0.001724
20,0.0002279,0.0002631,0.0002501,0.0004241,0.000553,0.0008374,0.0007739,0.0008366,0.0008576,0.001363,0.0008277,0.0009616
25,0.000255,0.0002185,0.0003364,0.0003708,0.0005074,0.0005401,0.0005802,0.0007389,0.0006655,0.0007024,0.0006509,0.0007508
30,1.006e-10,6.919e-09,8.636e-07,4.288e-05,1.158e-08,1.626e-07,2.055e-06,4.194e-05,6.482e-08,7.464e-07,7.038e-06,4.195e-05
40,1.201e-10,9.484e-09,4.235e-06,4.34e-05,5.785e-08,6.823e-07,7.019e-06,4.398e-05,5.83e-08,6.371e-07,7.231e-06,4.381e-05
60,1.434e-10,9.58e-09,4.511e-06,4.812e-05,4.525e-08,6.001e-07,8.297e-06,4.541e-05,5.472e-08,5.532e-07,7.977e-06,4.838e-05
80,1.858e-10,2.635e-08,7.542e-06,4.788e-05,4.939e-08,5.906e-07,7.786e-06,4.603e-05,5.104e-08,6.049e-07,8.852e-06,5.229e-05
120,4.273e-10,2.153e-07,8.657e-06,5.126e-05,5.662e-08,5.905e-07,9.53e-06,5.198e-05,4.664e-08,5.938e-07,9.803e-06,5.655e-05
