#int_mass winds winds_init rlof rlof_init cc cc_init
11 2.12828730E-68 7.09866643E-100 1.65300166E-98 7.18750744E-99 6.53211636E-07 1.82680375E-99
12 1.47071053E-61 8.75960607E-100 1.62255468E-98 7.61905068E-99 1.58388113E-06 2.16357052E-99
13 7.42286279E-61 1.07298574E-99 1.57833431E-98 8.02174168E-99 2.42996547E-06 2.54396355E-99
14 2.39678809E-60 1.29949309E-99 2.25053371E-98 8.39807501E-99 1.52616091E-07 2.77223864E-99
15 2.99958351E-44 1.55550801E-99 2.05538156E-98 8.74620705E-99 2.32106660E-06 3.17275405E-99
16 5.55236998E-44 1.79456973E-99 2.22773952E-98 9.14655215E-99 1.85248821E-06 3.49407386E-99
17 1.03581904E-43 2.14459495E-99 1.71170835E-98 9.43651509E-99 1.93360492E-07 3.86423242E-99
18 1.53842052E-43 2.45257377E-99 2.60355208E-98 9.88298393E-99 5.55879232E-07 4.10226105E-99
19 3.26604527E-43 2.73496214E-99 2.64173981E-98 1.03769915E-98 2.38177844E-06 4.35374529E-99
20 4.49199004E-47 2.11013489E-99 3.12743886E-98 1.09287532E-98 2.80208970E-05 5.49885516E-99
21 7.98292479E-54 2.58615079E-99 2.76571473E-98 1.11755483E-98 3.48095112E-05 5.70332139E-99
22 2.44595470E-99 2.45207030E-99 2.24274370E-98 1.03862290E-98 3.44406649E-05 7.48585472E-99
23 3.88671159E-99 2.72168790E-99 3.34690466E-98 1.08963776E-98 4.45134773E-05 7.54043239E-99
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 6.85172349E-44 5.41751911E-99 4.01159879E-98 1.14196209E-98 4.41968511E-05 7.41740831E-99
27 6.12539518E-99 4.85670498E-99 2.15545151E-98 1.01555349E-98 9.50112169E-05 1.02139170E-98
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 9.91173134E-50 7.56722468E-99 2.48528314E-98 1.04713238E-98 5.56349961E-06 1.04959921E-98
31 7.70642256E-78 6.81367439E-99 2.06102407E-98 1.06773913E-98 3.36088003E-05 1.18150622E-98
32 3.23449394E-44 9.40225550E-99 2.24635608E-98 1.10294432E-98 8.62711599E-06 9.70028696E-99
33 6.34922926E-43 1.01676048E-98 2.84326756E-98 1.10384737E-98 6.52937334E-06 9.91357055E-99
34 1.70179740E-46 1.08716292E-98 4.25606325E-98 1.06011313E-98 1.26275372E-05 1.07237028E-98
35 1.11887447E-42 1.17012532E-98 4.95009304E-98 1.10228789E-98 1.09109078E-05 1.04790556E-98
36 1.49936272E-42 1.23434934E-98 2.60302635E-98 1.11335896E-98 2.93932444E-05 1.07622416E-98
37 4.12451914E-42 1.36370997E-98 2.90407908E-98 1.04608066E-98 3.07545147E-05 1.11836019E-98
38 4.30223247E-42 1.43409828E-98 3.35940371E-98 1.03698631E-98 6.76537237E-06 1.17100176E-98
39 4.47927671E-42 1.51360687E-98 3.08242699E-98 1.02281929E-98 7.45638560E-06 1.20966291E-98
40 4.98439591E-42 1.58592756E-98 3.38114094E-98 1.00768488E-98 8.61124209E-06 1.24534330E-98
41 6.13836807E-42 1.66202907E-98 3.18588458E-98 9.91671168E-99 7.98393573E-06 1.27759928E-98
42 6.10611178E-42 1.74419302E-98 2.79150609E-98 9.73859850E-99 1.08852154E-05 1.34790534E-98
43 7.05634424E-42 1.82477564E-98 2.49418936E-98 9.51666572E-99 4.37840840E-07 1.33572075E-98
44 7.30076147E-42 1.96642076E-98 1.83878566E-98 9.09263158E-99 1.26583347E-05 1.38867220E-98
45 9.29066173E-42 2.04704505E-98 2.00430066E-98 8.87899365E-99 1.75506562E-05 1.44306289E-98
