#intial_mass winds winds_init cc cc_init
11 3.34266986E-24 1.70172522E-99 1.26712314E-04 8.13353072E-99
12 6.75378722E-24 2.31843502E-99 5.50283710E-05 8.45378379E-99
13 1.26931749E-23 3.06752098E-99 2.20967216E-04 8.79585484E-99
14 2.27874442E-23 3.96058771E-99 6.57799340E-05 8.77123110E-99
15 3.91010449E-23 4.99969466E-99 1.09319423E-04 8.61437974E-99
16 6.42293752E-23 6.19988090E-99 9.21553570E-05 8.56630495E-99
17 1.12301709E-22 7.20925126E-99 2.18993598E-04 8.81940066E-99
18 1.85827876E-22 8.22014163E-99 7.81816574E-05 8.78591655E-99
19 3.17928523E-22 8.77229858E-99 2.34489651E-04 9.35978573E-99
20 5.68841950E-22 8.75348631E-99 9.01917532E-05 1.02300033E-98
21 9.25161482E-22 9.28708682E-99 6.97555836E-05 1.06991876E-98
22 1.48716654E-21 1.04830877E-98 2.05917507E-04 1.06128750E-98
23 2.41514843E-21 1.24091065E-98 1.65935234E-04 9.11363721E-99
24 2.89845370E-21 1.31681799E-98 5.42732258E-04 9.65123150E-99
25 3.35954635E-21 1.27917731E-98 5.73014310E-04 1.11200196E-98
26 3.48805669E-21 1.45968861E-98 2.82791652E-05 1.02358598E-98
27 5.00188367E-21 1.51323187E-98 3.03860505E-05 1.07605992E-98
28 8.49404627E-21 1.56797640E-98 5.24151723E-05 1.12470929E-98
29 9.96081813E-21 1.62094115E-98 5.45542181E-05 1.18408570E-98
30 1.02656720E-20 1.63398244E-98 1.39951378E-04 1.27394913E-98
31 8.84131732E-21 1.69358118E-98 2.03553675E-05 1.30926857E-98
32 1.27608249E-20 1.74761438E-98 2.64944190E-05 1.35355103E-98
33 7.79478282E-20 1.91330352E-98 1.98434636E-05 1.28196100E-98
34 7.79338756E-20 1.94716055E-98 2.33910085E-05 1.36526754E-98
35 1.40481132E-19 2.04770561E-98 1.55947216E-05 1.37766421E-98
36 2.27467649E-19 2.16889312E-98 1.28160818E-05 1.33422410E-98
37 2.87505195E-19 2.20558152E-98 9.00468577E-06 1.40302937E-98
38 3.22700384E-19 2.26713564E-98 8.60832692E-06 1.44034238E-98
39 3.74819808E-19 2.33473964E-98 9.04039441E-06 1.47302188E-98
40 4.13844074E-19 2.39868182E-98 1.33122618E-05 1.51913053E-98
41 4.69313825E-19 2.46754243E-98 4.37036763E-05 1.60232339E-98
42 5.36902076E-19 2.54032976E-98 3.39296368E-05 1.61575139E-98
43 5.96598262E-19 2.61010990E-98 4.41302749E-05 1.65198875E-98
44 6.68682230E-19 2.68271743E-98 4.73680037E-05 1.71279570E-98
45 7.26933521E-19 2.75111815E-98 4.30393634E-05 1.73942303E-98
