#intial_mass winds winds_init cc cc_init
11 6.09489392E-06 4.30643858E-06 3.63764574E-05 2.05829649E-05
12 8.14795696E-06 5.86710351E-06 2.54201129E-05 2.13934072E-05
13 1.05955008E-05 7.76276364E-06 6.21232592E-05 2.22590628E-05
14 1.33918158E-05 1.00227860E-05 4.45767010E-05 2.21967492E-05
15 1.66771281E-05 1.26523822E-05 1.86616005E-05 2.17998163E-05
16 2.02509761E-05 1.56896107E-05 1.58642700E-05 2.16781567E-05
17 2.30765965E-05 1.82439546E-05 1.19167051E-05 2.23186486E-05
18 2.56673014E-05 2.08021451E-05 1.60253233E-05 2.22339127E-05
19 2.66482448E-05 2.21994506E-05 1.31752468E-05 2.36861638E-05
20 2.54132375E-05 2.21518437E-05 1.78685920E-05 2.58883634E-05
21 2.59935817E-05 2.35021897E-05 1.86644668E-05 2.70756956E-05
22 2.86743271E-05 2.65288265E-05 1.72228677E-05 2.68572702E-05
23 3.35069055E-05 3.14028695E-05 1.27801243E-05 2.30632527E-05
24 3.55735576E-05 3.33238041E-05 7.32270550E-05 2.44237055E-05
25 3.49072725E-05 3.23712574E-05 6.68776398E-05 2.81406661E-05
26 3.96991817E-05 3.69393322E-05 1.36457272E-05 2.59031840E-05
27 4.02199653E-05 3.82943147E-05 1.45831317E-05 2.72311059E-05
28 4.05542871E-05 3.96796966E-05 2.15875084E-05 2.84622419E-05
29 4.15029723E-05 4.10200389E-05 1.46204975E-05 2.99648397E-05
30 4.18898469E-05 4.13500660E-05 2.48815518E-05 3.22389514E-05
31 4.28444315E-05 4.28582902E-05 1.26579910E-05 3.31327562E-05
32 4.32945347E-05 4.42256710E-05 4.92617910E-06 3.42533817E-05
33 4.57005086E-05 4.84186518E-05 1.25832997E-05 3.24417022E-05
34 4.61240303E-05 4.92754481E-05 1.11305073E-05 3.45498834E-05
35 4.71979841E-05 5.18198727E-05 1.18288591E-05 3.48635974E-05
36 4.79647850E-05 5.48866813E-05 1.71317445E-05 3.37642885E-05
37 4.91032857E-05 5.58151294E-05 1.15410429E-05 3.55054959E-05
38 4.98100582E-05 5.73728370E-05 8.43208261E-06 3.64497506E-05
39 5.07964657E-05 5.90836448E-05 8.28550400E-06 3.72767482E-05
40 5.15628867E-05 6.07017854E-05 1.63306968E-05 3.84435880E-05
41 5.24545163E-05 6.24443932E-05 1.10901452E-05 4.05488923E-05
42 5.35541969E-05 6.42863721E-05 1.12356987E-05 4.08887054E-05
43 5.44289596E-05 6.60522499E-05 1.02512533E-05 4.18057392E-05
44 5.53402222E-05 6.78896785E-05 2.96076599E-05 4.33445386E-05
45 5.62914663E-05 6.96206483E-05 1.08680854E-05 4.40183783E-05
