#intial_mass winds winds_init cc cc_init
11 4.44479320E-05 4.68251121E-05 1.43947228E-04 2.23804339E-04
12 5.77602170E-05 6.37946588E-05 1.33855978E-04 2.32616505E-04
13 7.34683749E-05 8.44067020E-05 1.22323465E-04 2.42029021E-04
14 9.17290798E-05 1.08980557E-04 1.08651692E-04 2.41351468E-04
15 1.12534874E-04 1.37572894E-04 9.25792963E-05 2.37035505E-04
16 1.36258421E-04 1.70597529E-04 7.41346623E-05 2.35712666E-04
17 1.53798498E-04 1.98371625E-04 6.14031581E-05 2.42676914E-04
18 1.70891868E-04 2.26187547E-04 4.95961242E-05 2.41755556E-04
19 1.76315977E-04 2.41380841E-04 4.88764336E-05 2.57546289E-04
20 1.69475460E-04 2.40863197E-04 5.94017114E-05 2.81491422E-04
21 1.75027764E-04 2.55545887E-04 5.69971532E-05 2.94401617E-04
22 1.97443343E-04 2.88455357E-04 4.00350958E-05 2.92026617E-04
23 2.33578926E-04 3.41452190E-04 6.82300122E-06 2.50773203E-04
24 2.40767749E-04 3.62339050E-04 2.48084835E-06 2.65565786E-04
25 2.36360393E-04 3.51981743E-04 1.62111378E-06 3.05981340E-04
26 2.60379181E-04 4.01651699E-04 1.77871837E-09 2.81652570E-04
27 2.64167916E-04 4.16384803E-04 7.15013959E-09 2.96091437E-04
28 2.62203599E-04 4.31448448E-04 3.75321688E-08 3.09477923E-04
29 2.70353684E-04 4.46022365E-04 3.84520726E-08 3.25816090E-04
30 2.67348419E-04 4.49610842E-04 7.67735872E-08 3.50543143E-04
31 2.80035504E-04 4.66010186E-04 1.35081006E-08 3.60261733E-04
32 2.81423149E-04 4.80878101E-04 2.94895786E-08 3.72446608E-04
33 2.89474689E-04 5.26469555E-04 2.18356302E-18 3.52747710E-04
34 2.91187561E-04 5.35785741E-04 1.13958700E-17 3.75670553E-04
35 2.95523859E-04 5.63451982E-04 1.20425117E-17 3.79081654E-04
36 2.97426426E-04 5.96798250E-04 3.89181869E-19 3.67128560E-04
37 3.02005052E-04 6.06893526E-04 4.54245489E-18 3.86061196E-04
38 3.04686678E-04 6.23830917E-04 5.42282552E-18 3.96328342E-04
39 3.06897388E-04 6.42433009E-04 4.65720292E-18 4.05320518E-04
40 3.09592809E-04 6.60027504E-04 6.01278552E-19 4.18007893E-04
41 3.11059832E-04 6.78975367E-04 2.18179826E-18 4.40899457E-04
42 3.12516867E-04 6.99003719E-04 8.00404750E-19 4.44594340E-04
43 3.14330293E-04 7.18204603E-04 2.76947490E-18 4.54565505E-04
44 3.16125368E-04 7.38183478E-04 4.61820001E-18 4.71297302E-04
45 3.17186082E-04 7.57004798E-04 3.32024685E-18 4.78624149E-04
