#intial_mass winds winds_init cc cc_init
11 4.34262549E-99 1.68281568E-99 2.33146110E-11 8.04315108E-99
12 7.05833239E-99 2.29267262E-99 8.51022610E-11 8.35984550E-99
13 8.45888482E-99 3.03343474E-99 4.18389079E-11 8.69811547E-99
14 1.64009866E-98 3.91657773E-99 4.31583133E-11 8.67376535E-99
15 2.72470226E-98 4.94413815E-99 9.08789551E-12 8.51865691E-99
16 2.71399419E-98 6.13098794E-99 2.49457625E-11 8.47111633E-99
17 3.18815702E-98 7.12914219E-99 5.21155553E-11 8.72139964E-99
18 4.00527422E-98 8.12879957E-99 3.20454769E-10 8.68828761E-99
19 4.59726746E-98 8.67482097E-99 3.02897844E-10 9.25577997E-99
20 4.40298115E-98 8.65621773E-99 1.37971939E-10 1.01163277E-98
21 5.28917665E-98 9.18388888E-99 9.99455990E-13 1.05802984E-98
22 6.45220316E-98 1.03665998E-98 9.39853615E-12 1.04949449E-98
23 7.23972528E-98 1.22712168E-98 1.56878543E-08 9.01236664E-99
24 7.59467273E-98 1.30218554E-98 3.51783781E-06 9.54398720E-99
25 4.73620758E-98 1.26496312E-98 1.30455898E-07 1.09964541E-98
26 1.27990289E-70 1.44346858E-98 2.07986317E-06 1.01221191E-98
27 1.08299835E-74 1.49641687E-98 3.05842298E-06 1.06410277E-98
28 5.19139414E-98 1.55055307E-98 3.87191095E-06 1.11221154E-98
29 5.97800782E-98 1.60292928E-98 3.09015639E-06 1.17092817E-98
30 5.58726110E-98 1.61582566E-98 4.71969002E-07 1.25979303E-98
31 4.00916901E-76 1.67476214E-98 4.82591843E-08 1.29472001E-98
32 1.24287326E-97 1.72819492E-98 1.06947382E-07 1.33851039E-98
33 9.63103977E-48 1.89204293E-98 2.21084459E-04 1.26771587E-98
34 1.98430569E-47 1.92552373E-98 3.46478743E-04 1.35009671E-98
35 2.53715119E-46 2.02495155E-98 7.89363346E-05 1.36235563E-98
36 4.88304550E-46 2.14479242E-98 5.44093457E-06 1.31939823E-98
37 2.09687167E-61 2.18107314E-98 5.66262767E-09 1.38743893E-98
38 2.16413337E-61 2.24194327E-98 5.94317845E-09 1.42433733E-98
39 3.79801142E-61 2.30879606E-98 2.09643425E-09 1.45665369E-98
40 6.09020633E-61 2.37202771E-98 3.76438777E-08 1.50224998E-98
41 6.41803882E-61 2.44012314E-98 6.48848216E-09 1.58451841E-98
42 1.23562086E-60 2.51210166E-98 1.24215570E-08 1.59779720E-98
43 1.72700317E-60 2.58110641E-98 4.57567718E-09 1.63363188E-98
44 7.32906140E-61 2.65290712E-98 2.03166064E-09 1.69376314E-98
45 5.95235411E-61 2.72054778E-98 2.98683729E-09 1.72009460E-98
