#intial_mass winds winds_init cc cc_init
11 5.35985608E-07 5.35985608E-07 3.20374754E-06 2.56178574E-06
12 7.30228235E-07 7.30228235E-07 3.04030969E-06 2.66265457E-06
13 9.66164851E-07 9.66164851E-07 5.27498601E-06 2.77039533E-06
14 1.24745052E-06 1.24745052E-06 3.15400369E-06 2.76263968E-06
15 1.57473389E-06 1.57473389E-06 3.28052480E-06 2.71323684E-06
16 1.95275177E-06 1.95275177E-06 3.18171144E-06 2.69809491E-06
17 2.27066912E-06 2.27066912E-06 3.62693737E-06 2.77781146E-06
18 2.58906523E-06 2.58906523E-06 3.11354054E-06 2.76726510E-06
19 2.76297591E-06 2.76297591E-06 3.64460407E-06 2.94801439E-06
20 2.75705068E-06 2.75705068E-06 3.54870728E-06 3.22210336E-06
21 2.92511670E-06 2.92511670E-06 3.62137913E-06 3.36988045E-06
22 3.30181632E-06 3.30181632E-06 3.94593376E-06 3.34269491E-06
23 3.90844680E-06 3.90844680E-06 3.32725499E-06 2.87048597E-06
24 4.14752912E-06 4.14752912E-06 4.07505050E-06 3.03980990E-06
25 4.02897377E-06 4.02897377E-06 4.67040296E-06 3.50242823E-06
26 4.59752300E-06 4.59752300E-06 3.50955408E-06 3.22394794E-06
27 4.76616609E-06 4.76616609E-06 3.73506832E-06 3.38922303E-06
28 4.93859274E-06 4.93859274E-06 3.92666755E-06 3.54245201E-06
29 5.10541369E-06 5.10541369E-06 4.15682104E-06 3.72946753E-06
30 5.14648934E-06 5.14648934E-06 4.55085408E-06 4.01250677E-06
31 5.33420512E-06 5.33420512E-06 4.99119366E-06 4.12375102E-06
32 5.50439133E-06 5.50439133E-06 5.31985128E-06 4.26322570E-06
33 6.02625582E-06 6.02625581E-06 5.11966664E-06 4.03774144E-06
34 6.13289393E-06 6.13289393E-06 5.56318870E-06 4.30012873E-06
35 6.44957696E-06 6.44957672E-06 4.93396108E-06 4.33917404E-06
36 6.83127953E-06 6.83127617E-06 5.53594714E-06 4.20235244E-06
37 6.94356251E-06 6.94683217E-06 5.34040793E-06 4.41906566E-06
38 7.13083026E-06 7.14070672E-06 5.48131593E-06 4.53658897E-06
39 7.33819023E-06 7.35363635E-06 5.65248450E-06 4.63951829E-06
40 7.53506160E-06 7.55503248E-06 6.71025877E-06 4.78474486E-06
41 7.74855189E-06 7.77191998E-06 6.09355157E-06 5.04677410E-06
42 7.97606752E-06 8.00117535E-06 6.19050097E-06 5.08906774E-06
43 8.19222767E-06 8.22095907E-06 6.38700865E-06 5.20320310E-06
44 8.41821246E-06 8.44964811E-06 5.89028135E-06 5.39472431E-06
45 8.62746942E-06 8.66508713E-06 6.40869301E-06 5.47859137E-06
