#intial_mass winds winds_init cc cc_init
11 7.25555974E-04 7.25554238E-04 4.79496482E-02 3.46784405E-03
12 9.88499798E-04 9.88497047E-04 7.62502004E-02 3.60438840E-03
13 1.30788448E-03 1.30788027E-03 8.66420030E-02 3.75023516E-03
14 1.68865802E-03 1.68865170E-03 1.05781199E-01 3.73973648E-03
15 2.13169865E-03 2.13168942E-03 1.93003584E-01 3.67286072E-03
16 2.64341867E-03 2.64340553E-03 2.22387818E-01 3.65236337E-03
17 3.07378422E-03 3.07376463E-03 1.47819992E-01 3.76027424E-03
18 3.50479979E-03 3.50477182E-03 9.63297186E-02 3.74599783E-03
19 3.74023228E-03 3.74019162E-03 1.35850121E-01 3.99067494E-03
20 3.73223018E-03 3.73217074E-03 1.44194591E-01 4.36170433E-03
21 3.95976054E-03 3.95967875E-03 1.42562950E-01 4.56174757E-03
22 4.46971864E-03 4.46961036E-03 1.50013541E-01 4.52494698E-03
23 5.29093936E-03 5.29079531E-03 2.42482583E-01 3.88572609E-03
24 5.61460271E-03 5.61443682E-03 2.73325286E-01 4.11493690E-03
25 5.45411959E-03 5.45395053E-03 3.52227275E-01 4.74117515E-03
26 6.22377391E-03 6.22358558E-03 2.27778303E-01 4.36420132E-03
27 6.45210353E-03 6.45187475E-03 1.96164844E-01 4.58793128E-03
28 6.68559007E-03 6.68528565E-03 2.08830840E-01 4.79535464E-03
29 6.91143989E-03 6.91110822E-03 1.71980234E-01 5.04851424E-03
30 6.96705565E-03 6.96671161E-03 2.03472898E-01 5.43165945E-03
31 7.22115595E-03 7.22081913E-03 2.54233058E-01 5.58224883E-03
32 7.45160357E-03 7.45119720E-03 2.89481340E-01 5.77105323E-03
33 8.15838978E-03 8.15763592E-03 2.59073646E-01 5.46581917E-03
34 8.30278075E-03 8.30199005E-03 2.41284101E-01 5.82100821E-03
35 8.73170165E-03 8.73067794E-03 3.93577826E-01 5.87386315E-03
36 9.24873973E-03 9.24737774E-03 2.97026602E-01 5.68865018E-03
37 9.40503922E-03 9.40380385E-03 3.73420061E-01 5.98201103E-03
38 9.66731156E-03 9.66624840E-03 4.05039236E-01 6.14110026E-03
39 9.95540672E-03 9.95448748E-03 4.24414860E-01 6.28043385E-03
40 1.02279201E-02 1.02271139E-02 3.36913126E-01 6.47702450E-03
41 1.05214261E-02 1.05207106E-02 4.19736596E-01 6.83172885E-03
42 1.08317029E-02 1.08310496E-02 4.11317402E-01 6.88898100E-03
43 1.11291189E-02 1.11285669E-02 4.55239258E-01 7.04348401E-03
44 1.14385902E-02 1.14381392E-02 4.77036555E-01 7.30274289E-03
45 1.17300383E-02 1.17297752E-02 4.71638555E-01 7.41627225E-03
