#intial_mass winds winds_init cc cc_init
11 3.66856804E-88 1.65376070E-99 1.69848112E-25 7.90428047E-99
12 4.73708256E-88 2.25308803E-99 6.72922616E-24 8.21550693E-99
13 8.90846433E-45 2.98106037E-99 4.85762710E-25 8.54793643E-99
14 1.04756696E-75 3.84895528E-99 1.15644895E-24 8.52400674E-99
15 5.19466749E-79 4.85877415E-99 1.97077426E-25 8.37157635E-99
16 1.67929570E-42 6.02513216E-99 1.81533588E-25 8.32485659E-99
17 1.72451818E-77 7.00605258E-99 2.58690324E-24 8.57081859E-99
18 1.17941849E-42 7.98845017E-99 4.68938224E-25 8.53827826E-99
19 3.78289102E-42 8.52504413E-99 2.29407729E-24 9.09597247E-99
20 1.33862856E-55 8.50676209E-99 9.89312441E-24 9.94166227E-99
21 2.23132251E-57 9.02532263E-99 2.78403154E-21 1.03976222E-98
22 1.25297022E-55 1.01876132E-98 2.12134082E-25 1.03137424E-98
23 2.22714091E-71 1.20593456E-98 1.31820845E-23 8.85676184E-99
24 6.78816353E-42 1.27970239E-98 5.26206679E-20 9.37920360E-99
25 3.96833094E-59 1.24312264E-98 7.97201577E-23 1.08065927E-98
26 5.95607237E-66 1.41854608E-98 1.26207091E-24 9.94735366E-99
27 8.79071940E-46 1.47058019E-98 4.92223249E-24 1.04573029E-98
28 2.32002698E-42 1.52378169E-98 1.59332101E-24 1.09300844E-98
29 6.11402761E-52 1.57525359E-98 1.47442645E-24 1.15071127E-98
30 2.83896593E-61 1.58792730E-98 2.16455858E-22 1.23804182E-98
31 3.21011515E-52 1.64584620E-98 3.83591852E-22 1.27236576E-98
32 1.78020021E-56 1.69835643E-98 5.29373521E-23 1.31540008E-98
33 1.15781829E-39 1.85937549E-98 6.89683971E-25 1.24582787E-98
34 6.49068760E-40 1.89227822E-98 2.18142190E-24 1.32678635E-98
35 3.09627543E-37 1.98998935E-98 3.62517128E-25 1.33883361E-98
36 2.25101514E-36 2.10776108E-98 4.80471363E-24 1.29661790E-98
37 6.44586074E-34 2.14341539E-98 5.54194680E-25 1.36348383E-98
38 1.67509271E-33 2.20323456E-98 4.71273371E-25 1.39974515E-98
39 4.73153170E-33 2.26893308E-98 4.41576284E-25 1.43150355E-98
40 7.05945738E-33 2.33107300E-98 1.17604098E-25 1.47631259E-98
41 1.23549884E-32 2.39799271E-98 2.92137655E-25 1.55716059E-98
42 1.52448182E-32 2.46872848E-98 2.95315832E-25 1.57021011E-98
43 1.94693887E-32 2.53654180E-98 3.46817950E-25 1.60542609E-98
44 2.34109613E-32 2.60710283E-98 3.62685572E-25 1.66451914E-98
45 2.72292994E-32 2.67357562E-98 3.43806800E-25 1.69039596E-98
