#intial_mass winds winds_init cc cc_init
11 8.40406704E-05 8.39871165E-05 4.69030439E-03 4.01423087E-04
12 1.14504235E-04 1.14424274E-04 9.14157991E-03 4.17228889E-04
13 1.51511744E-04 1.51394737E-04 8.64286579E-03 4.34111498E-04
14 1.95640663E-04 1.95471241E-04 1.08041180E-02 4.32896216E-04
15 2.46996654E-04 2.46755429E-04 1.85872989E-02 4.25154958E-04
16 3.06326439E-04 3.05989541E-04 2.09585610E-02 4.22782270E-04
17 3.56302818E-04 3.55806106E-04 1.77690597E-02 4.35273581E-04
18 4.06403271E-04 4.05697691E-04 1.67327042E-02 4.33621003E-04
19 4.33975779E-04 4.32948900E-04 2.17509208E-02 4.61943800E-04
20 4.33536851E-04 4.32020437E-04 2.11443764E-02 5.04892606E-04
21 4.60464797E-04 4.58355810E-04 2.43412373E-02 5.28048772E-04
22 5.20220247E-04 5.17383356E-04 2.58751994E-02 5.23788891E-04
23 6.16281284E-04 6.12440282E-04 2.82104416E-02 4.49795361E-04
24 6.54342843E-04 6.49903666E-04 3.01000107E-02 4.76327843E-04
25 6.35911680E-04 6.31326447E-04 3.56578178E-02 5.48818557E-04
26 7.25460864E-04 7.20416173E-04 3.91619573E-02 5.05181646E-04
27 7.53081020E-04 7.46841970E-04 3.85166903E-02 5.31079689E-04
28 7.82367909E-04 7.73860637E-04 3.94540349E-02 5.55090147E-04
29 8.09339431E-04 8.00000911E-04 4.18064971E-02 5.84394841E-04
30 8.16151798E-04 8.06437326E-04 4.80637085E-02 6.28746124E-04
31 8.45261496E-04 8.35851748E-04 5.64222944E-02 6.46177719E-04
32 8.74096314E-04 8.62519347E-04 5.76813721E-02 6.68032926E-04
33 9.67444938E-04 9.44293731E-04 5.62976255E-02 6.32700311E-04
34 9.85335004E-04 9.61003560E-04 5.51869043E-02 6.73815505E-04
35 1.04248844E-03 1.01062667E-03 5.56817890E-02 6.79933771E-04
36 1.11277479E-03 1.07043768E-03 6.39988768E-02 6.58494294E-04
37 1.12919781E-03 1.08854491E-03 6.61766713E-02 6.92452515E-04
38 1.16182733E-03 1.11892439E-03 6.78246583E-02 7.10868018E-04
39 1.19815559E-03 1.15228973E-03 7.02234819E-02 7.26996691E-04
40 1.23217400E-03 1.18384782E-03 7.44689451E-02 7.49753200E-04
41 1.26921597E-03 1.21783335E-03 7.50823283E-02 7.90812288E-04
42 1.30855106E-03 1.25375689E-03 7.40181884E-02 7.97439556E-04
43 1.34617250E-03 1.28819625E-03 7.75801526E-02 8.15324178E-04
44 1.38553025E-03 1.32403104E-03 6.70160353E-02 8.45334898E-04
45 1.42225722E-03 1.35778960E-03 7.97529849E-02 8.58476581E-04
