#intial_mass winds winds_init cc cc_init
11 1.62691606E-05 1.62691606E-05 2.86880013E-03 7.77597439E-05
12 2.21651482E-05 2.21651482E-05 5.54859369E-04 8.08214888E-05
13 2.93267037E-05 2.93267037E-05 2.74858086E-03 8.40918223E-05
14 3.78647719E-05 3.78647719E-05 1.20469756E-03 8.38564097E-05
15 4.77990420E-05 4.77990420E-05 6.36034029E-04 8.23568491E-05
16 5.92732932E-05 5.92732932E-05 1.59139695E-03 8.18972353E-05
17 6.89232697E-05 6.89232697E-05 9.88896999E-04 8.43169295E-05
18 7.85877782E-05 7.85877782E-05 6.28737320E-03 8.39968083E-05
19 8.38666152E-05 8.38666152E-05 9.38806580E-04 8.94832228E-05
20 8.36867625E-05 8.36867625E-05 1.44304903E-03 9.78028443E-05
21 8.87881926E-05 8.87881926E-05 5.84695638E-04 1.02288430E-04
22 1.00222430E-04 1.00222430E-04 6.57104784E-04 1.01463247E-04
23 1.18635926E-04 1.18635926E-04 1.10499455E-03 8.71299463E-05
24 1.25892965E-04 1.25892965E-04 5.43383157E-03 9.22695586E-05
25 1.22294368E-04 1.22294368E-04 2.58459426E-03 1.06311749E-04
26 1.39551956E-04 1.39551956E-04 2.84490456E-03 9.78588345E-05
27 1.44670903E-04 1.44670903E-04 2.95025689E-03 1.02875549E-04
28 1.49904694E-04 1.49904694E-04 2.96281214E-03 1.07526620E-04
29 1.54968331E-04 1.54968331E-04 3.20518678E-03 1.13203238E-04
30 1.56215130E-04 1.56215130E-04 1.22678520E-03 1.21794533E-04
31 1.61913004E-04 1.61913004E-04 1.06654058E-03 1.25171211E-04
32 1.67078790E-04 1.67078790E-04 1.07396059E-03 1.29404787E-04
33 1.82919321E-04 1.82919321E-04 1.98023925E-03 1.22560500E-04
34 1.86156185E-04 1.86156186E-04 2.45870003E-03 1.30524932E-04
35 1.95768688E-04 1.95768688E-04 1.17809813E-03 1.31710102E-04
36 2.07354685E-04 2.07354689E-04 1.69984392E-03 1.27557057E-04
37 2.11333949E-04 2.10862244E-04 1.22639667E-03 1.34135111E-04
38 2.18158985E-04 2.16747060E-04 1.15496064E-03 1.37702381E-04
39 2.25870158E-04 2.23210267E-04 1.18338125E-03 1.40826670E-04
40 2.32975370E-04 2.29323390E-04 2.05617792E-03 1.45234837E-04
41 2.40837780E-04 2.35906734E-04 4.27602263E-03 1.53188401E-04
42 2.49282635E-04 2.42865489E-04 8.23470867E-03 1.54472171E-04
43 2.57265404E-04 2.49536744E-04 3.31646452E-03 1.57936604E-04
44 2.65733190E-04 2.56478308E-04 1.07891801E-02 1.63749987E-04
45 2.73610996E-04 2.63017686E-04 9.91849432E-03 1.66295665E-04
