#intial_mass winds winds_init cc cc_init
11 3.62439070E-23 1.65376070E-99 1.10211932E-05 7.90428047E-99
12 4.44354289E-23 2.25308803E-99 6.59480419E-05 8.21550693E-99
13 5.69657945E-23 2.98106037E-99 1.57405936E-05 8.54793643E-99
14 6.36280630E-23 3.84895528E-99 1.07565819E-05 8.52400674E-99
15 1.11585445E-22 4.85877415E-99 2.55274987E-05 8.37157635E-99
16 1.13870302E-22 6.02513216E-99 1.94557484E-05 8.32485659E-99
17 1.67888786E-22 7.00605258E-99 1.91481248E-05 8.57081859E-99
18 4.36930914E-22 7.98845017E-99 1.93796456E-05 8.53827826E-99
19 4.77477918E-22 8.52504413E-99 6.24132546E-06 9.09597247E-99
20 7.21719549E-22 8.50676209E-99 6.27279913E-06 9.94166227E-99
21 1.50281729E-21 9.02532263E-99 6.38028132E-06 1.03976222E-98
22 3.45871328E-21 1.01876132E-98 1.14199894E-05 1.03137424E-98
23 1.86028396E-21 1.20593456E-98 1.09958777E-05 8.85676184E-99
24 1.73688639E-21 1.27970239E-98 6.42580289E-05 9.37920360E-99
25 2.56138034E-21 1.24312264E-98 2.74528021E-05 1.08065927E-98
26 2.16555628E-21 1.41854608E-98 1.43249731E-05 9.94735366E-99
27 3.87998340E-21 1.47058019E-98 1.23507013E-05 1.04573029E-98
28 1.96281121E-20 1.52378169E-98 1.30741071E-05 1.09300844E-98
29 2.64970842E-20 1.57525359E-98 1.11361154E-05 1.15071127E-98
30 1.85295258E-20 1.58792730E-98 1.13200806E-05 1.23804182E-98
31 5.32342236E-21 1.64584620E-98 1.27560166E-05 1.27236576E-98
32 1.43230604E-20 1.69835643E-98 1.23036001E-05 1.31540008E-98
33 6.09849302E-15 1.85937549E-98 1.66291829E-05 1.24582787E-98
34 4.36390785E-15 1.89227822E-98 1.25742431E-05 1.32678635E-98
35 2.69914281E-13 1.98998935E-98 1.13204611E-05 1.33883361E-98
36 3.88858943E-12 2.10776108E-98 1.95304402E-05 1.29661790E-98
37 4.99085238E-08 2.14341539E-98 1.24231262E-05 1.36348383E-98
38 1.49336767E-07 2.20323456E-98 1.25087274E-05 1.39974515E-98
39 2.88007913E-07 2.26893308E-98 1.28381996E-05 1.43150355E-98
40 3.97926733E-07 2.33107300E-98 3.23993599E-05 1.47631259E-98
41 5.44102928E-07 2.39799271E-98 1.38410224E-05 1.55716059E-98
42 7.17506681E-07 2.46872848E-98 1.88176803E-05 1.57021011E-98
43 8.66641850E-07 2.53654180E-98 1.40941183E-05 1.60542609E-98
44 1.04252178E-06 2.60710283E-98 1.36671147E-05 1.66451914E-98
45 1.19017495E-06 2.67357562E-98 1.40651966E-05 1.69039596E-98
