#intial_mass winds winds_init cc cc_init
11 1.70180229E-99 1.65376070E-99 1.30199714E-97 7.90428047E-99
12 4.21299679E-99 2.25308803E-99 1.50516217E-97 8.21550693E-99
13 1.34467941E-98 2.98106037E-99 1.64128709E-97 8.54793643E-99
14 1.86009511E-98 3.84895528E-99 1.70172155E-97 8.52400674E-99
15 2.03316375E-98 4.85877415E-99 1.94362717E-97 8.37157635E-99
16 2.34758912E-98 6.02513216E-99 2.19079182E-97 8.32485659E-99
17 2.35644001E-98 7.00605258E-99 1.66534624E-93 8.57081859E-99
18 2.34808326E-98 7.98845017E-99 1.79212192E-85 8.53827826E-99
19 2.16873640E-98 8.52504413E-99 3.21038089E-80 9.09597247E-99
20 1.95763372E-98 8.50676209E-99 3.19615467E-86 9.94166227E-99
21 2.25971812E-98 9.02532263E-99 2.77203125E-94 1.03976222E-98
22 3.51681766E-98 1.01876132E-98 6.26339929E-81 1.03137424E-98
23 4.38885367E-98 1.20593456E-98 6.79358263E-32 8.85676184E-99
24 4.26575029E-98 1.27970239E-98 2.77268328E-14 9.37920360E-99
25 4.56430838E-98 1.24312264E-98 2.54921503E-38 1.08065927E-98
26 4.47881393E-98 1.41854608E-98 5.23056866E-08 9.94735366E-99
27 4.12526131E-98 1.47058019E-98 9.61462205E-08 1.04573029E-98
28 3.66892776E-98 1.52378169E-98 1.27087071E-07 1.09300844E-98
29 6.20935799E-98 1.57525359E-98 8.14502438E-08 1.15071127E-98
30 3.89489068E-98 1.58792730E-98 2.42904292E-09 1.23804182E-98
31 4.41666213E-98 1.64584620E-98 1.71196720E-08 1.27236576E-98
32 2.81600678E-98 1.69835643E-98 2.42520942E-08 1.31540008E-98
33 3.06518208E-58 1.85937549E-98 7.86879797E-08 1.24582787E-98
34 4.73848731E-59 1.89227822E-98 1.59040774E-07 1.32678635E-98
35 6.30438053E-56 1.98998935E-98 5.15962890E-08 1.33883361E-98
36 3.54791295E-56 2.10776108E-98 1.69805798E-08 1.29661790E-98
37 1.51729479E-59 2.14341539E-98 4.55451002E-08 1.36348383E-98
38 1.95883160E-54 2.20323456E-98 3.99118892E-08 1.39974515E-98
39 4.28483065E-57 2.26893308E-98 4.06778341E-08 1.43150355E-98
40 7.20422002E-57 2.33107300E-98 2.03862873E-08 1.47631259E-98
41 9.33462648E-57 2.39799271E-98 5.20382269E-08 1.55716059E-98
42 1.01926320E-50 2.46872848E-98 4.62767405E-08 1.57021011E-98
43 1.38557153E-50 2.53654180E-98 5.34101299E-08 1.60542609E-98
44 1.63968488E-50 2.60710283E-98 3.32927050E-08 1.66451914E-98
45 2.02583700E-50 2.67357562E-98 5.08348724E-08 1.69039596E-98
