#intial_mass winds winds_init cc cc_init
11 9.29179995E-99 1.65376070E-99 1.35899761E-07 7.90428047E-99
12 1.39466468E-98 2.25308803E-99 1.92740738E-07 8.21550693E-99
13 1.96133824E-98 2.98106037E-99 4.84586854E-07 8.54793643E-99
14 1.86043575E-98 3.84895528E-99 1.77320423E-07 8.52400674E-99
15 2.32986313E-98 4.85877415E-99 4.20269410E-07 8.37157635E-99
16 3.45557112E-98 6.02513216E-99 4.80570061E-07 8.32485659E-99
17 4.21770236E-98 7.00605258E-99 3.90603115E-07 8.57081859E-99
18 4.73125496E-98 7.98845017E-99 2.19984096E-07 8.53827826E-99
19 7.17193411E-98 8.52504413E-99 1.07676314E-07 9.09597247E-99
20 2.65754073E-97 8.50676209E-99 4.09671212E-07 9.94166227E-99
21 6.75738781E-98 9.02532263E-99 1.36023798E-07 1.03976222E-98
22 6.29341718E-98 1.01876132E-98 3.54548638E-07 1.03137424E-98
23 1.13719098E-97 1.20593456E-98 5.80015281E-07 8.85676184E-99
24 1.28006350E-97 1.27970239E-98 1.66246638E-06 9.37920360E-99
25 6.81406065E-98 1.24312264E-98 1.25132979E-06 1.08065927E-98
26 3.19362087E-73 1.41854608E-98 5.27069241E-07 9.94735366E-99
27 7.71752636E-98 1.47058019E-98 4.74616652E-07 1.04573029E-98
28 7.98170053E-98 1.52378169E-98 6.70267183E-07 1.09300844E-98
29 6.21541439E-98 1.57525359E-98 3.25447175E-07 1.15071127E-98
30 7.37073492E-98 1.58792730E-98 3.92170266E-07 1.23804182E-98
31 8.24893150E-98 1.64584620E-98 6.12018063E-07 1.27236576E-98
32 1.28411250E-97 1.69835643E-98 9.43971526E-07 1.31540008E-98
33 9.38961509E-48 1.85937549E-98 5.77592131E-07 1.24582787E-98
34 2.58219763E-48 1.89227822E-98 4.78574016E-07 1.32678635E-98
35 2.40126236E-45 1.98998935E-98 4.29347195E-07 1.33883361E-98
36 4.78312896E-46 2.10776108E-98 7.49315707E-07 1.29661790E-98
37 5.04838666E-45 2.14341539E-98 6.46552574E-07 1.36348383E-98
38 2.18454662E-44 2.20323456E-98 7.44700058E-07 1.39974515E-98
39 1.04905493E-42 2.26893308E-98 7.80772843E-07 1.43150355E-98
40 1.78098990E-42 2.33107300E-98 1.72605029E-06 1.47631259E-98
41 2.40348492E-42 2.39799271E-98 7.61970614E-07 1.55716059E-98
42 1.20339702E-40 2.46872848E-98 9.44812903E-07 1.57021011E-98
43 1.86148522E-40 2.53654180E-98 8.88032665E-07 1.60542609E-98
44 2.03901027E-40 2.60710283E-98 8.60720617E-07 1.66451914E-98
45 2.49489828E-40 2.67357562E-98 8.09817825E-07 1.69039596E-98
