#intial_mass winds winds_init cc cc_init
11 3.08165119E-06 3.08165119E-06 2.62559292E-05 1.47289964E-05
12 4.19844987E-06 4.19844987E-06 4.52414245E-05 1.53089421E-05
13 5.55496830E-06 5.55496830E-06 6.30298797E-05 1.59283979E-05
14 7.17222125E-06 7.17222125E-06 9.85788648E-05 1.58838068E-05
15 9.05393818E-06 9.05393818E-06 1.54322815E-04 1.55997650E-05
16 1.12273533E-05 1.12273533E-05 2.26372454E-04 1.55127064E-05
17 1.30552203E-05 1.30552203E-05 3.37834278E-04 1.59710370E-05
18 1.48858399E-05 1.48858399E-05 4.17821213E-04 1.59104007E-05
19 1.58857399E-05 1.58857399E-05 5.55124899E-04 1.69496194E-05
20 1.58516728E-05 1.58516728E-05 6.02182655E-04 1.85254949E-05
21 1.68179690E-05 1.68179690E-05 7.33848750E-04 1.93751398E-05
22 1.89838049E-05 1.89838049E-05 8.64387553E-04 1.92188364E-05
23 2.24716290E-05 2.24716290E-05 1.04387807E-03 1.65038694E-05
24 2.38462336E-05 2.38462336E-05 1.11668476E-03 1.74773980E-05
25 2.31645992E-05 2.31645992E-05 1.24352249E-03 2.01372237E-05
26 2.64334751E-05 2.64334751E-05 2.09848382E-03 1.85361003E-05
27 2.74030892E-05 2.74030892E-05 2.27938443E-03 1.94863501E-05
28 2.83944568E-05 2.83944568E-05 2.38833680E-03 2.03673406E-05
29 2.93535944E-05 2.93535944E-05 2.68295740E-03 2.14425870E-05
30 2.95897591E-05 2.95897591E-05 3.02074101E-03 2.30699221E-05
31 3.06690316E-05 3.06690316E-05 3.62538979E-03 2.37095214E-05
32 3.16475178E-05 3.16475178E-05 3.78537791E-03 2.45114315E-05
33 3.46479796E-05 3.46479796E-05 3.67397730E-03 2.32150090E-05
34 3.52610958E-05 3.52610958E-05 3.97168730E-03 2.47236056E-05
35 3.70818648E-05 3.70818646E-05 4.34319833E-03 2.49480968E-05
36 3.92764504E-05 3.92764470E-05 4.21618495E-03 2.41614405E-05
37 4.01268621E-05 3.99408366E-05 4.52548282E-03 2.54074339E-05
38 4.16093493E-05 4.10555191E-05 4.75003046E-03 2.60831347E-05
39 4.32694733E-05 4.22797588E-05 4.91714983E-03 2.66749271E-05
40 4.47790114E-05 4.34376865E-05 5.02460680E-03 2.75099079E-05
41 4.64501703E-05 4.46846820E-05 5.31087537E-03 2.90164459E-05
42 4.82428101E-05 4.60027866E-05 5.34219047E-03 2.92596133E-05
43 4.99539807E-05 4.72664339E-05 5.62801929E-03 2.99158350E-05
44 5.17790371E-05 4.85812823E-05 5.24830812E-03 3.10169869E-05
45 5.35067380E-05 4.98199498E-05 6.01552637E-03 3.14991809E-05
