#intial_mass winds winds_init cc cc_init
11 2.79456794E-03 3.95798590E-03 1.20565314E-01 1.89175076E-02
12 3.77046071E-03 5.39237064E-03 1.20902492E-01 1.96623736E-02
13 4.95567143E-03 7.13464466E-03 1.74201243E-01 2.04579852E-02
14 6.35971162E-03 9.21179875E-03 1.79862955E-01 2.04007137E-02
15 7.99479815E-03 1.16286229E-02 1.63585387E-01 2.00358983E-02
16 9.89837517E-03 1.44200961E-02 1.71645628E-01 1.99240828E-02
17 1.13697324E-02 1.67677569E-02 1.84344315E-01 2.05127496E-02
18 1.28456268E-02 1.91189531E-02 3.00101980E-01 2.04348701E-02
19 1.34685859E-02 2.04031965E-02 2.70529170E-01 2.17696132E-02
20 1.31831606E-02 2.03594416E-02 3.16566279E-01 2.37936233E-02
21 1.37831945E-02 2.16005253E-02 3.15462459E-01 2.48848833E-02
22 1.57595984E-02 2.43822637E-02 3.31577391E-01 2.46841317E-02
23 1.88230322E-02 2.88619267E-02 2.00941005E-01 2.11971046E-02
24 1.95409673E-02 3.06274302E-02 2.89357228E-01 2.24474772E-02
25 1.94519207E-02 2.97519581E-02 2.98585540E-01 2.58636824E-02
26 2.11853186E-02 3.39504102E-02 3.70448725E-01 2.38072447E-02
27 2.16471767E-02 3.51957551E-02 4.06896358E-01 2.50277186E-02
28 2.17531983E-02 3.64690397E-02 3.81435759E-01 2.61592381E-02
29 2.25450181E-02 3.77009291E-02 4.30968176E-01 2.75402542E-02
30 2.24208572E-02 3.80042523E-02 3.07901194E-01 2.96303576E-02
31 2.34107250E-02 3.93904395E-02 2.98802938E-01 3.04518408E-02
32 2.37239698E-02 4.06471796E-02 2.34538673E-01 3.14817916E-02
33 2.44811063E-02 4.45008881E-02 5.65441350E-01 2.98167030E-02
34 2.47693360E-02 4.52883572E-02 6.31705464E-01 3.17543020E-02
35 2.52478764E-02 4.76269014E-02 9.02510335E-01 3.20426321E-02
36 2.56391084E-02 5.04455612E-02 6.57600376E-01 3.10322730E-02
37 5.38222607E-02 5.12988845E-02 1.11116947E+00 3.26325918E-02
38 1.10115533E-01 5.27305511E-02 1.19547070E+00 3.35004428E-02
39 1.95318119E-01 5.43029301E-02 1.19701727E+00 3.42605243E-02
40 2.62829048E-01 5.57901398E-02 1.18956494E+00 3.53329500E-02
41 3.57312613E-01 5.73917457E-02 1.20428525E+00 3.72679050E-02
42 4.73547654E-01 5.90846820E-02 1.28112578E+00 3.75802224E-02
43 5.69521040E-01 6.07076750E-02 1.24179938E+00 3.84230550E-02
44 6.85384070E-01 6.23964292E-02 1.99659182E+00 3.98373434E-02
45 7.75147139E-01 6.39873388E-02 1.34715928E+00 4.04566598E-02
