#intial_mass winds winds_init cc cc_init
11 7.27272668E-99 1.70190357E-99 1.44076780E-04 8.13438316E-99
12 7.99372033E-99 2.31867801E-99 5.37965772E-05 8.45466979E-99
13 9.67485278E-99 3.06784247E-99 2.54778485E-04 8.79677670E-99
14 1.69186827E-98 3.96100280E-99 4.64939513E-05 8.77215038E-99
15 1.87890251E-98 5.00021865E-99 1.12282511E-04 8.61528257E-99
16 1.77136099E-98 6.20053069E-99 9.20516617E-05 8.56720275E-99
17 2.39768691E-98 7.21000683E-99 3.14121235E-04 8.82032498E-99
18 1.32322475E-98 8.22100315E-99 9.35707710E-05 8.78683737E-99
19 2.83818222E-98 8.77321797E-99 4.38547339E-04 9.36076669E-99
20 3.68959661E-98 8.75440372E-99 1.05186238E-04 1.02310755E-98
21 6.18287402E-98 9.28806016E-99 8.53551833E-05 1.07003089E-98
22 5.63966123E-98 1.04841864E-98 3.36783205E-04 1.06139873E-98
23 4.66955033E-98 1.24104071E-98 4.69941512E-04 9.11459237E-99
24 4.83749323E-98 1.31695600E-98 2.19132203E-03 9.65224300E-99
25 5.79725613E-98 1.27931137E-98 1.67784961E-03 1.11211850E-98
26 8.35552931E-98 1.45984159E-98 9.75382476E-04 1.02369326E-98
27 8.72605406E-98 1.51339047E-98 1.00285528E-03 1.07617270E-98
28 8.28173978E-98 1.56814073E-98 9.99130170E-04 1.12482717E-98
29 7.74587717E-98 1.62111103E-98 9.84228350E-04 1.18420980E-98
30 1.04889635E-97 1.63415369E-98 6.13695774E-04 1.27408264E-98
31 7.36187933E-98 1.69375868E-98 4.87593661E-04 1.30940579E-98
32 1.23796393E-97 1.74779754E-98 4.72754729E-04 1.35369289E-98
33 1.29439057E-97 1.91350405E-98 1.13864093E-03 1.28209535E-98
34 1.15998890E-96 1.94736462E-98 1.58339486E-03 1.36541063E-98
35 7.83400826E-98 2.04792022E-98 7.21105484E-04 1.37780860E-98
36 8.98867585E-96 2.16912043E-98 8.22538232E-04 1.33436393E-98
37 4.98182658E-86 2.20581268E-98 5.33041914E-04 1.40317641E-98
38 6.54615632E-86 2.26737325E-98 4.73134439E-04 1.44049334E-98
39 6.83247990E-85 2.33498434E-98 4.35462665E-04 1.47317626E-98
40 4.62440815E-85 2.39893321E-98 1.18822145E-03 1.51928975E-98
41 3.48288478E-85 2.46780104E-98 2.03362413E-03 1.60249133E-98
42 5.92945787E-85 2.54059600E-98 1.71358089E-03 1.61592073E-98
43 1.39972230E-84 2.61038345E-98 1.90243964E-03 1.65216189E-98
44 5.04582053E-85 2.68299859E-98 1.91332373E-03 1.71297521E-98
45 7.84661069E-85 2.75140648E-98 2.02041046E-03 1.73960533E-98
