#intial_mass winds winds_init cc cc_init
11 1.24805633E-06 1.24805633E-06 8.70573935E-06 5.96518426E-06
12 1.70035531E-06 1.70035531E-06 9.71738693E-06 6.20005994E-06
13 2.24973981E-06 2.24973981E-06 1.61136680E-05 6.45093707E-06
14 2.90472075E-06 2.90472075E-06 1.73816250E-05 6.43287786E-06
15 3.66680854E-06 3.66680854E-06 1.92351240E-05 6.31784205E-06
16 4.54703293E-06 4.54703293E-06 2.85745248E-05 6.28258369E-06
17 5.28731170E-06 5.28731170E-06 3.59353249E-05 6.46820573E-06
18 6.02870527E-06 6.02870527E-06 7.45389895E-05 6.44364827E-06
19 6.43366076E-06 6.43366076E-06 7.87032070E-05 6.86452766E-06
20 6.41986372E-06 6.41986372E-06 6.81573877E-05 7.50275089E-06
21 6.81120980E-06 6.81120980E-06 8.19202059E-05 7.84685367E-06
22 7.68836459E-06 7.68836459E-06 6.73246801E-05 7.78355144E-06
23 9.10091933E-06 9.10091933E-06 5.25417047E-05 6.68400073E-06
24 9.65762869E-06 9.65762869E-06 9.68548909E-05 7.07827587E-06
25 9.38156948E-06 9.38156948E-06 8.35262382E-05 8.15549460E-06
26 1.07054511E-05 1.07054511E-05 1.57886879E-04 7.50704606E-06
27 1.10981409E-05 1.10981409E-05 1.65005539E-04 7.89189338E-06
28 1.14996408E-05 1.14996408E-05 1.52199662E-04 8.24869101E-06
29 1.18880876E-05 1.18880876E-05 1.76642976E-04 8.68416147E-06
30 1.19837334E-05 1.19837334E-05 1.62073911E-04 9.34322565E-06
31 1.24208344E-05 1.24208344E-05 1.61503110E-04 9.60226076E-06
32 1.28171174E-05 1.28171174E-05 1.31360305E-04 9.92703116E-06
33 1.40322923E-05 1.40322923E-05 1.70937646E-04 9.40198523E-06
34 1.42806019E-05 1.42806019E-05 1.87403859E-04 1.00129608E-05
35 1.50180070E-05 1.50180060E-05 1.68406483E-04 1.01038788E-05
36 1.59068164E-05 1.59068030E-05 1.35521811E-04 9.78528621E-06
37 1.63784290E-05 1.61758781E-05 1.45424125E-04 1.02899085E-05
38 1.72310055E-05 1.66273200E-05 1.47493298E-04 1.05635646E-05
39 1.82193916E-05 1.71231322E-05 1.49358947E-04 1.08032382E-05
40 1.90834921E-05 1.75920883E-05 1.55117854E-04 1.11414020E-05
41 2.00741879E-05 1.80971164E-05 1.60295040E-04 1.17515439E-05
42 2.11561436E-05 1.86309435E-05 1.59994950E-04 1.18500257E-05
43 2.21749512E-05 1.91427155E-05 1.59225305E-04 1.21157928E-05
44 2.32880418E-05 1.96752239E-05 1.58832119E-04 1.25617549E-05
45 2.43335177E-05 2.01768792E-05 1.85180284E-04 1.27570415E-05
