#intial_mass winds winds_init cc cc_init
11 5.74957453E-99 1.65376070E-99 1.20739340E-05 7.90428047E-99
12 8.25806133E-99 2.25308803E-99 3.68177209E-05 8.21550693E-99
13 1.15524040E-98 2.98106037E-99 9.99026672E-06 8.54793643E-99
14 1.42937678E-98 3.84895528E-99 1.59421171E-05 8.52400674E-99
15 1.65440966E-98 4.85877415E-99 3.74840474E-05 8.37157635E-99
16 2.13898861E-98 6.02513216E-99 4.87177226E-05 8.32485659E-99
17 2.27015304E-98 7.00605258E-99 2.20902983E-05 8.57081859E-99
18 2.72991956E-98 7.98845017E-99 5.03776433E-06 8.53827826E-99
19 2.65277242E-98 8.52504413E-99 3.35438216E-06 9.09597247E-99
20 3.26127786E-98 8.50676209E-99 9.86641552E-06 9.94166227E-99
21 3.14794134E-98 9.02532263E-99 2.87961002E-06 1.03976222E-98
22 3.15937768E-98 1.01876132E-98 1.30102188E-05 1.03137424E-98
23 6.21105824E-98 1.20593456E-98 3.60178104E-05 8.85676184E-99
24 5.67248292E-98 1.27970239E-98 6.58949535E-05 9.37920360E-99
25 4.92967429E-98 1.24312264E-98 7.18061789E-05 1.08065927E-98
26 8.52560281E-87 1.41854608E-98 3.88797879E-05 9.94735366E-99
27 3.31950978E-98 1.47058019E-98 2.56379854E-05 1.04573029E-98
28 4.00125578E-98 1.52378169E-98 3.60068760E-05 1.09300844E-98
29 4.16544698E-98 1.57525359E-98 1.04617679E-05 1.15071127E-98
30 5.22713314E-98 1.58792730E-98 1.25444778E-05 1.23804182E-98
31 4.84829864E-98 1.64584620E-98 3.01417666E-05 1.27236576E-98
32 5.35022923E-98 1.69835643E-98 4.26469450E-05 1.31540008E-98
33 1.89084476E-50 1.85937549E-98 3.53951227E-05 1.24582787E-98
34 1.95109504E-51 1.89227822E-98 1.59321662E-05 1.32678635E-98
35 1.26375753E-48 1.98998935E-98 4.07260786E-06 1.33883361E-98
36 2.18857614E-48 2.10776108E-98 2.96890634E-05 1.29661790E-98
37 3.27999845E-48 2.14341539E-98 1.81500549E-05 1.36348383E-98
38 3.52707416E-48 2.20323456E-98 1.89062386E-05 1.39974515E-98
39 1.56615247E-44 2.26893308E-98 2.15950564E-05 1.43150355E-98
40 2.02115734E-39 2.33107300E-98 4.25986919E-05 1.47631259E-98
41 1.40131500E-42 2.39799271E-98 2.67250928E-05 1.55716059E-98
42 1.58324663E-40 2.46872848E-98 2.73347867E-05 1.57021011E-98
43 2.39381272E-42 2.53654180E-98 3.29915881E-05 1.60542609E-98
44 3.50504188E-43 2.60710283E-98 1.41961645E-05 1.66451914E-98
45 1.05508108E-42 2.67357562E-98 2.65005462E-05 1.69039596E-98
