#intial_mass winds winds_init cc cc_init
11 1.84183132E-99 1.65376070E-99 2.94279535E-95 7.90428047E-99
12 3.11274865E-99 2.25308803E-99 1.76662002E-97 8.21550693E-99
13 1.02334944E-98 2.98106037E-99 2.25802794E-97 8.54793643E-99
14 1.63956597E-98 3.84895528E-99 2.36978476E-97 8.52400674E-99
15 3.36402206E-98 4.85877415E-99 2.56705978E-97 8.37157635E-99
16 2.11852216E-98 6.02513216E-99 3.63292474E-97 8.32485659E-99
17 4.41173924E-98 7.00605258E-99 2.07625885E-91 8.57081859E-99
18 5.23046098E-98 7.98845017E-99 1.09708378E-83 8.53827826E-99
19 5.65385505E-98 8.52504413E-99 1.04781807E-78 9.09597247E-99
20 3.27224848E-98 8.50676209E-99 6.59331194E-84 9.94166227E-99
21 4.90635648E-98 9.02532263E-99 6.22136722E-92 1.03976222E-98
22 4.77598965E-98 1.01876132E-98 3.86777753E-79 1.03137424E-98
23 4.33387788E-98 1.20593456E-98 8.56227552E-32 8.85676184E-99
24 3.99392648E-98 1.27970239E-98 5.80933234E-12 9.37920360E-99
25 3.74820962E-98 1.24312264E-98 6.81043278E-35 1.08065927E-98
26 5.40267633E-98 1.41854608E-98 3.82108883E-07 9.94735366E-99
27 5.59738101E-98 1.47058019E-98 7.13399647E-07 1.04573029E-98
28 7.41475317E-98 1.52378169E-98 5.09271736E-06 1.09300844E-98
29 4.90008955E-98 1.57525359E-98 4.37689198E-07 1.15071127E-98
30 9.20642917E-98 1.58792730E-98 1.73884013E-07 1.23804182E-98
31 5.68782135E-98 1.64584620E-98 1.17521165E-09 1.27236576E-98
32 6.59947583E-98 1.69835643E-98 1.90291903E-09 1.31540008E-98
33 7.03333492E-76 1.85937549E-98 4.02630970E-09 1.24582787E-98
34 1.45675502E-75 1.89227822E-98 1.57046533E-08 1.32678635E-98
35 1.26380489E-71 1.98998935E-98 1.12724179E-08 1.33883361E-98
36 1.45921917E-69 2.10776108E-98 4.37981533E-08 1.29661790E-98
37 1.14678644E-57 2.14341539E-98 4.53924914E-08 1.36348383E-98
38 2.78471925E-57 2.20323456E-98 2.97590437E-08 1.39974515E-98
39 1.43954586E-57 2.26893308E-98 2.67426739E-08 1.43150355E-98
40 2.77245607E-55 2.33107300E-98 2.31128779E-08 1.47631259E-98
41 7.74101367E-58 2.39799271E-98 6.54838344E-08 1.55716059E-98
42 3.45076125E-57 2.46872848E-98 8.76710266E-08 1.57021011E-98
43 1.63053863E-57 2.53654180E-98 5.34861585E-08 1.60542609E-98
44 9.88808061E-53 2.60710283E-98 1.69114236E-08 1.66451914E-98
45 1.34388851E-51 2.67357562E-98 1.72944913E-08 1.69039596E-98
