#intial_mass winds winds_init cc cc_init
11 5.64289232E-99 1.65376070E-99 9.72566815E-09 7.90428047E-99
12 6.41098020E-99 2.25308803E-99 6.87986772E-09 8.21550693E-99
13 9.67701083E-99 2.98106037E-99 2.30038761E-08 8.54793643E-99
14 1.03706519E-98 3.84895528E-99 5.48747717E-09 8.52400674E-99
15 1.31973525E-98 4.85877415E-99 3.00404994E-08 8.37157635E-99
16 1.47060574E-98 6.02513216E-99 6.36278237E-08 8.32485659E-99
17 1.65488648E-98 7.00605258E-99 3.42392366E-08 8.57081859E-99
18 2.49390970E-98 7.98845017E-99 4.84192422E-08 8.53827826E-99
19 1.95816885E-98 8.52504413E-99 1.20446508E-08 9.09597247E-99
20 2.53645372E-98 8.50676209E-99 7.99428216E-08 9.94166227E-99
21 2.73797535E-98 9.02532263E-99 9.29019220E-09 1.03976222E-98
22 3.10055544E-98 1.01876132E-98 1.20189817E-08 1.03137424E-98
23 4.13831733E-98 1.20593456E-98 5.52324602E-07 8.85676184E-99
24 4.69709310E-98 1.27970239E-98 8.51599027E-07 9.37920360E-99
25 4.60653230E-98 1.24312264E-98 6.99629563E-07 1.08065927E-98
26 4.83091406E-98 1.41854608E-98 5.46126955E-07 9.94735366E-99
27 4.69115015E-98 1.47058019E-98 5.51701233E-07 1.04573029E-98
28 5.15893625E-98 1.52378169E-98 9.96029367E-07 1.09300844E-98
29 2.99675621E-98 1.57525359E-98 3.86926756E-07 1.15071127E-98
30 4.56572897E-98 1.58792730E-98 3.13080804E-07 1.23804182E-98
31 3.61165846E-98 1.64584620E-98 3.20550747E-07 1.27236576E-98
32 7.03815517E-98 1.69835643E-98 1.03075835E-06 1.31540008E-98
33 2.42786430E-58 1.85937549E-98 3.55129261E-07 1.24582787E-98
34 3.06975539E-53 1.89227822E-98 3.88005160E-07 1.32678635E-98
35 1.55070549E-49 1.98998935E-98 1.08088600E-07 1.33883361E-98
36 1.30038629E-49 2.10776108E-98 8.32869907E-08 1.29661790E-98
37 1.68514491E-53 2.14341539E-98 1.15496994E-07 1.36348383E-98
38 5.07292315E-47 2.20323456E-98 1.24352951E-07 1.39974515E-98
39 7.27805762E-49 2.26893308E-98 1.17569905E-07 1.43150355E-98
40 1.31213038E-48 2.33107300E-98 5.46577554E-07 1.47631259E-98
41 1.66371877E-46 2.39799271E-98 1.59258278E-07 1.55716059E-98
42 2.28771350E-44 2.46872848E-98 4.04208248E-07 1.57021011E-98
43 2.08568243E-44 2.53654180E-98 1.85095143E-07 1.60542609E-98
44 2.58781662E-44 2.60710283E-98 8.29040628E-08 1.66451914E-98
45 3.13018083E-44 2.67357562E-98 1.32345675E-07 1.69039596E-98
