#intial_mass winds winds_init cc cc_init
11 9.09962235E-05 9.57128978E-05 2.89814961E-03 4.57467390E-04
12 1.23585568E-04 1.30399510E-04 2.94544303E-03 4.75479903E-04
13 1.62927228E-04 1.72531569E-04 6.91741353E-03 4.94719561E-04
14 2.09464969E-04 2.22761772E-04 9.86173851E-03 4.93334609E-04
15 2.63167649E-04 2.81205954E-04 1.01090135E-02 4.84512562E-04
16 3.24724721E-04 3.48709980E-04 1.50841786E-02 4.81808614E-04
17 3.72989209E-04 4.05481637E-04 2.19064640E-02 4.96043887E-04
18 4.19900349E-04 4.62338788E-04 2.32053794E-02 4.94160586E-04
19 4.38472876E-04 4.93394649E-04 2.67759686E-02 5.26437643E-04
20 4.23641059E-04 4.92336559E-04 2.83266744E-02 5.75382706E-04
21 4.37981656E-04 5.22348720E-04 3.12269857E-02 6.01771798E-04
22 4.90716482E-04 5.89617340E-04 3.26799532E-02 5.96917178E-04
23 5.78381962E-04 6.97945549E-04 3.26508358E-02 5.12593112E-04
24 6.06878212E-04 7.40639348E-04 1.81332690E-02 5.42829901E-04
25 5.92521789E-04 7.19468487E-04 2.28426176E-02 6.25441337E-04
26 6.69060973E-04 8.20996391E-04 3.58809946E-02 5.75712101E-04
27 6.82219636E-04 8.51111601E-04 3.69500321E-02 6.05225874E-04
28 6.82934231E-04 8.81902453E-04 3.81248989E-02 6.32588530E-04
29 7.02584849E-04 9.11692277E-04 3.98739063E-02 6.65984570E-04
30 7.03645670E-04 9.19027306E-04 4.48341414E-02 7.16527916E-04
31 7.29571930E-04 9.52548394E-04 4.90875190E-02 7.36393206E-04
32 7.37666029E-04 9.82939164E-04 5.14891342E-02 7.61299707E-04
33 7.63982959E-04 1.07613040E-03 4.67961667E-02 7.21034162E-04
34 7.71501810E-04 1.09517316E-03 4.89191874E-02 7.67889615E-04
35 7.88534349E-04 1.15172435E-03 7.34853182E-02 7.74862077E-04
36 7.98685239E-04 1.21988581E-03 5.42246041E-02 7.50429348E-04
37 8.41826739E-04 1.24052107E-03 6.44652458E-02 7.89128614E-04
38 9.01273615E-04 1.27514195E-03 6.83698684E-02 8.10115179E-04
39 9.72730736E-04 1.31316557E-03 6.90550575E-02 8.28495641E-04
40 1.03176705E-03 1.34912961E-03 6.12836336E-02 8.54429279E-04
41 1.10173528E-03 1.38786000E-03 6.94486791E-02 9.01220793E-04
42 1.17963366E-03 1.42879896E-03 6.92477566E-02 9.08773321E-04
43 1.25138184E-03 1.46804654E-03 7.16239677E-02 9.29154887E-04
44 1.33196926E-03 1.50888437E-03 8.03803376E-02 9.63355526E-04
45 1.40750708E-03 1.54735610E-03 7.61319534E-02 9.78331971E-04
