#intial_mass winds winds_init cc cc_init
11 1.85434151E-99 1.65376070E-99 3.31680560E-07 7.90428047E-99
12 2.45486032E-99 2.25308803E-99 1.35777440E-07 8.21550693E-99
13 3.36393578E-99 2.98106037E-99 3.92894813E-07 8.54793643E-99
14 4.28396469E-99 3.84895528E-99 1.48062215E-06 8.52400674E-99
15 5.53768508E-99 4.85877415E-99 1.07799195E-06 8.37157635E-99
16 6.65634831E-99 6.02513216E-99 1.92610051E-06 8.32485659E-99
17 4.23581341E-98 7.00605258E-99 4.57969714E-06 8.57081859E-99
18 1.19374287E-96 7.98845017E-99 5.69665004E-06 8.53827826E-99
19 2.60006913E-85 8.52504413E-99 5.79530392E-06 9.09597247E-99
20 9.87343612E-82 8.50676209E-99 7.06378814E-06 9.94166227E-99
21 4.89976346E-82 9.02532263E-99 8.82998411E-06 1.03976222E-98
22 2.15984084E-88 1.01876132E-98 1.25493636E-05 1.03137424E-98
23 1.56080431E-86 1.20593456E-98 5.63687921E-06 8.85676184E-99
24 1.54934794E-91 1.27970239E-98 7.06607745E-06 9.37920360E-99
25 3.96354009E-70 1.24312264E-98 5.23105115E-06 1.08065927E-98
26 6.19044030E-49 1.41854608E-98 5.66247508E-06 9.94735366E-99
27 2.27822822E-98 1.47058019E-98 7.54331813E-06 1.04573029E-98
28 2.01001467E-98 1.52378169E-98 9.91635442E-06 1.09300844E-98
29 2.21098326E-98 1.57525359E-98 7.89045989E-06 1.15071127E-98
30 1.27157024E-67 1.58792730E-98 9.94415853E-06 1.23804182E-98
31 2.47439958E-93 1.64584620E-98 1.62521459E-05 1.27236576E-98
32 2.53074680E-89 1.69835643E-98 1.07990611E-05 1.31540008E-98
33 4.53079998E-35 1.85937549E-98 9.35135338E-06 1.24582787E-98
34 9.07702924E-35 1.89227822E-98 6.78721909E-06 1.32678635E-98
35 4.64757028E-35 1.98998935E-98 6.23146550E-06 1.33883361E-98
36 3.87493274E-35 2.10776108E-98 7.40926545E-06 1.29661790E-98
37 3.63250003E-35 2.14341539E-98 7.00704518E-06 1.36348383E-98
38 1.36988475E-34 2.20323456E-98 7.37044926E-06 1.39974515E-98
39 2.05707547E-33 2.26893308E-98 6.51460577E-06 1.43150355E-98
40 1.50390891E-34 2.33107300E-98 1.18340561E-05 1.47631259E-98
41 5.30660954E-35 2.39799271E-98 7.22058478E-06 1.55716059E-98
42 4.26530520E-35 2.46872848E-98 6.50925310E-06 1.57021011E-98
43 1.01489515E-34 2.53654180E-98 7.24605012E-06 1.60542609E-98
44 8.88766948E-34 2.60710283E-98 3.39583168E-06 1.66451914E-98
45 2.11461363E-33 2.67357562E-98 8.59885405E-06 1.69039596E-98
