#intial_mass winds winds_init cc cc_init
11 2.56420619E-97 2.56420536E-97 9.90880676E-06 1.22558230E-96
12 3.49362314E-97 3.49348029E-97 5.18413155E-05 1.27383889E-96
13 4.62223522E-97 4.62222316E-97 1.38580618E-05 1.32538308E-96
14 5.96810622E-97 5.96792014E-97 9.99642462E-06 1.32167271E-96
15 7.53375360E-97 7.53367446E-97 2.39855112E-05 1.29803792E-96
16 9.34223739E-97 9.34214739E-97 1.88964799E-05 1.29079388E-96
17 1.08631979E-96 1.08630938E-96 2.01412855E-05 1.32893102E-96
18 1.23864473E-96 1.23863306E-96 1.44281077E-05 1.32388555E-96
19 1.32185683E-96 1.32183356E-96 2.16013864E-06 1.41035770E-96
20 1.31905772E-96 1.31899887E-96 2.86737916E-06 1.54148443E-96
21 1.39945530E-96 1.39940323E-96 2.00346809E-06 1.61218238E-96
22 1.57969441E-96 1.57961986E-96 9.18188172E-06 1.59917656E-96
23 1.86989235E-96 1.86983757E-96 1.17137628E-05 1.37326738E-96
24 1.98425963E-96 1.98421679E-96 6.56503246E-05 1.45427353E-96
25 1.92750346E-96 1.92749879E-96 2.96726724E-05 1.67559448E-96
26 4.65783611E-73 2.19949808E-96 1.11292163E-05 1.54236690E-96
27 2.28019461E-96 2.28017851E-96 7.88148944E-06 1.62143605E-96
28 2.36275572E-96 2.36266903E-96 1.00773281E-05 1.69474223E-96
29 2.44256888E-96 2.44247774E-96 5.15845500E-06 1.78421220E-96
30 2.46213791E-96 2.46212872E-96 6.11702933E-06 1.91962083E-96
31 2.55194226E-96 2.55193370E-96 9.20938836E-06 1.97284112E-96
32 2.63352467E-96 2.63335238E-96 1.02751592E-05 2.03956711E-96
33 5.55131122E-48 2.88301724E-96 1.39000291E-05 1.93169333E-96
34 2.43389981E-47 2.93403391E-96 7.01927459E-06 2.05722187E-96
35 1.44691733E-46 3.08553792E-96 3.00809326E-06 2.07590151E-96
36 1.84480303E-45 3.26814652E-96 1.68315694E-05 2.01044478E-96
37 3.78910438E-37 3.32342959E-96 6.78555460E-06 2.11412241E-96
38 1.80051134E-45 3.41618099E-96 7.02113805E-06 2.17034666E-96
39 3.03785132E-39 3.51804852E-96 7.54286422E-06 2.21958901E-96
40 5.44515273E-36 3.61439832E-96 2.91114035E-05 2.28906677E-96
41 5.96188737E-43 3.71815933E-96 8.39414501E-06 2.41442401E-96
42 1.13606667E-36 3.82783725E-96 9.61193797E-06 2.43465768E-96
43 1.85306142E-40 3.93298384E-96 9.27386443E-06 2.48926111E-96
44 2.31307838E-40 4.04239081E-96 6.60682092E-06 2.58088665E-96
45 1.47701251E-39 4.14545886E-96 8.34678133E-06 2.62100944E-96
