#intial_mass winds winds_init cc cc_init
11 7.59938984E-99 1.65376070E-99 4.74768618E-08 7.90428047E-99
12 1.10529771E-98 2.25308803E-99 7.13203381E-08 8.21550693E-99
13 1.46869545E-98 2.98106037E-99 9.09584859E-08 8.54793643E-99
14 1.94186968E-98 3.84895528E-99 5.27136123E-08 8.52400674E-99
15 2.44240965E-98 4.85877415E-99 2.18789211E-07 8.37157635E-99
16 2.63021579E-98 6.02513216E-99 2.25848736E-07 8.32485659E-99
17 3.47363383E-98 7.00605258E-99 1.21171854E-07 8.57081859E-99
18 2.71915565E-98 7.98845017E-99 2.32791621E-08 8.53827826E-99
19 3.49492171E-98 8.52504413E-99 3.70863107E-08 9.09597247E-99
20 3.28682002E-98 8.50676209E-99 8.34070098E-08 9.94166227E-99
21 3.77512175E-98 9.02532263E-99 2.94797076E-08 1.03976222E-98
22 4.57055364E-98 1.01876132E-98 5.58147108E-08 1.03137424E-98
23 5.81301015E-98 1.20593456E-98 2.41782224E-07 8.85676184E-99
24 5.02304894E-98 1.27970239E-98 1.10975368E-06 9.37920360E-99
25 3.86082210E-98 1.24312264E-98 8.62099309E-07 1.08065927E-98
26 1.26355537E-95 1.41854608E-98 3.53085129E-07 9.94735366E-99
27 5.09202698E-98 1.47058019E-98 2.96336664E-07 1.04573029E-98
28 4.67638623E-98 1.52378169E-98 3.55402132E-07 1.09300844E-98
29 4.54189930E-98 1.57525359E-98 2.09170790E-07 1.15071127E-98
30 5.84150928E-98 1.58792730E-98 1.56574256E-07 1.23804182E-98
31 8.84921296E-98 1.64584620E-98 2.16744494E-07 1.27236576E-98
32 6.44161623E-98 1.69835643E-98 2.57101146E-07 1.31540008E-98
33 6.34948878E-60 1.85937549E-98 3.49907180E-07 1.24582787E-98
34 8.46269867E-54 1.89227822E-98 2.91499967E-07 1.32678635E-98
35 2.89554218E-51 1.98998935E-98 8.54291057E-08 1.33883361E-98
36 1.72475211E-51 2.10776108E-98 2.77251867E-07 1.29661790E-98
37 1.99930785E-52 2.14341539E-98 9.92122316E-08 1.36348383E-98
38 8.01269365E-52 2.20323456E-98 9.89654692E-08 1.39974515E-98
39 6.71466393E-49 2.26893308E-98 1.09330765E-07 1.43150355E-98
40 1.02558165E-48 2.33107300E-98 6.92704731E-07 1.47631259E-98
41 1.11091988E-45 2.39799271E-98 1.32517548E-07 1.55716059E-98
42 1.04619507E-45 2.46872848E-98 1.00359461E-07 1.57021011E-98
43 1.25169451E-45 2.53654180E-98 1.58242166E-07 1.60542609E-98
44 1.41860729E-45 2.60710283E-98 7.73818037E-08 1.66451914E-98
45 1.81160863E-45 2.67357562E-98 1.30187547E-07 1.69039596E-98
