#intial_mass winds winds_init cc cc_init
11 1.25064116E-22 1.65376070E-99 2.13060292E-05 7.90428047E-99
12 1.02847081E-22 2.25308803E-99 2.69560421E-06 8.21550693E-99
13 1.54717101E-22 2.98106037E-99 2.47130659E-05 8.54793643E-99
14 1.91657366E-22 3.84895528E-99 5.00656811E-06 8.52400674E-99
15 4.42795346E-22 4.85877415E-99 3.55103767E-06 8.37157635E-99
16 5.82043301E-22 6.02513216E-99 5.94780440E-06 8.32485659E-99
17 1.18072228E-21 7.00605258E-99 4.92315186E-06 8.57081859E-99
18 2.25518506E-21 7.98845017E-99 5.65335188E-05 8.53827826E-99
19 4.83721760E-21 8.52504413E-99 4.79089908E-06 9.09597247E-99
20 1.00631660E-20 8.50676209E-99 5.94626411E-06 9.94166227E-99
21 1.44547527E-20 9.02532263E-99 3.78550574E-06 1.03976222E-98
22 3.00362744E-20 1.01876132E-98 4.38321042E-06 1.03137424E-98
23 2.42256209E-20 1.20593456E-98 5.99588885E-06 8.85676184E-99
24 2.46377356E-20 1.27970239E-98 2.75044201E-05 9.37920360E-99
25 1.53021729E-20 1.24312264E-98 9.10395780E-06 1.08065927E-98
26 6.20309622E-20 1.41854608E-98 1.05295591E-05 9.94735366E-99
27 8.23075967E-20 1.47058019E-98 1.10586663E-05 1.04573029E-98
28 1.56148037E-19 1.52378169E-98 1.11336351E-05 1.09300844E-98
29 1.98734728E-19 1.57525359E-98 1.22266197E-05 1.15071127E-98
30 1.66129573E-19 1.58792730E-98 5.80139496E-06 1.23804182E-98
31 1.50366270E-19 1.64584620E-98 5.97182830E-06 1.27236576E-98
32 2.14406737E-19 1.69835643E-98 6.27398271E-06 1.31540008E-98
33 5.07832175E-14 1.85937549E-98 8.34681115E-06 1.24582787E-98
34 3.63488716E-14 1.89227822E-98 9.79236453E-06 1.32678635E-98
35 2.24694271E-12 1.98998935E-98 5.44697524E-06 1.33883361E-98
36 3.23939013E-11 2.10776108E-98 6.81749686E-06 1.29661790E-98
37 3.89269651E-08 2.14341539E-98 5.25752164E-06 1.36348383E-98
38 1.14904559E-07 2.20323456E-98 4.84803389E-06 1.39974515E-98
39 2.30580170E-07 2.26893308E-98 5.07843728E-06 1.43150355E-98
40 3.22278373E-07 2.33107300E-98 1.70488366E-05 1.47631259E-98
41 4.51572024E-07 2.39799271E-98 2.71202518E-05 1.55716059E-98
42 6.11882860E-07 2.46872848E-98 2.16024088E-04 1.57021011E-98
43 7.44385863E-07 2.53654180E-98 1.86030001E-05 1.60542609E-98
44 9.05696135E-07 2.60710283E-98 8.95580238E-05 1.66451914E-98
45 1.02996026E-06 2.67357562E-98 7.61148246E-05 1.69039596E-98
