#intial_mass winds winds_init cc cc_init
11 5.36878414E-99 1.65376070E-99 1.58194824E-07 7.90428047E-99
12 8.22573412E-99 2.25308803E-99 1.35647829E-07 8.21550693E-99
13 9.90984795E-99 2.98106037E-99 3.46082784E-07 8.54793643E-99
14 1.08628499E-98 3.84895528E-99 3.72536089E-07 8.52400674E-99
15 1.36961966E-98 4.85877415E-99 1.04577329E-06 8.37157635E-99
16 2.63705995E-98 6.02513216E-99 2.15899252E-06 8.32485659E-99
17 2.44015928E-98 7.00605258E-99 1.60532406E-06 8.57081859E-99
18 3.10158138E-98 7.98845017E-99 1.29436852E-06 8.53827826E-99
19 3.44572367E-98 8.52504413E-99 1.18035645E-06 9.09597247E-99
20 2.79802499E-98 8.50676209E-99 3.72942047E-06 9.94166227E-99
21 4.37350935E-98 9.02532263E-99 6.68016457E-07 1.03976222E-98
22 3.76093445E-98 1.01876132E-98 8.66251416E-07 1.03137424E-98
23 6.61035352E-98 1.20593456E-98 1.08117606E-05 8.85676184E-99
24 4.62635661E-98 1.27970239E-98 3.48387800E-05 9.37920360E-99
25 4.86268789E-98 1.24312264E-98 2.18154533E-05 1.08065927E-98
26 7.74427664E-98 1.41854608E-98 1.75071530E-05 9.94735366E-99
27 5.82671939E-98 1.47058019E-98 1.72209419E-05 1.04573029E-98
28 6.25265251E-98 1.52378169E-98 2.59043920E-05 1.09300844E-98
29 4.67886433E-98 1.57525359E-98 1.05455122E-05 1.15071127E-98
30 1.41895273E-97 1.58792730E-98 6.97280688E-06 1.23804182E-98
31 6.36448616E-98 1.64584620E-98 8.30953255E-06 1.27236576E-98
32 7.03737276E-98 1.69835643E-98 2.25125470E-05 1.31540008E-98
33 4.38938995E-50 1.85937549E-98 1.59086331E-05 1.24582787E-98
34 2.64411269E-49 1.89227822E-98 1.67075128E-05 1.32678635E-98
35 1.46020674E-48 1.98998935E-98 6.02901803E-06 1.33883361E-98
36 2.15793741E-48 2.10776108E-98 9.46701521E-06 1.29661790E-98
37 3.50714565E-47 2.14341539E-98 6.57514795E-06 1.36348383E-98
38 1.67489596E-46 2.20323456E-98 6.41569850E-06 1.39974515E-98
39 5.91065436E-47 2.26893308E-98 6.41782826E-06 1.43150355E-98
40 2.67583676E-41 2.33107300E-98 1.19759930E-05 1.47631259E-98
41 6.56541196E-47 2.39799271E-98 7.84040072E-06 1.55716059E-98
42 2.15541618E-43 2.46872848E-98 8.53290760E-06 1.57021011E-98
43 1.62109821E-43 2.53654180E-98 8.36472354E-06 1.60542609E-98
44 1.25131262E-38 2.60710283E-98 3.89839667E-06 1.66451914E-98
45 2.47887742E-43 2.67357562E-98 6.47957240E-06 1.69039596E-98
