#intial_mass winds winds_init cc cc_init
11 5.14036644E-07 5.77913806E-07 1.26199923E-05 2.76218489E-06
12 6.98789873E-07 7.87351326E-07 2.05972830E-06 2.87094432E-06
13 9.20696872E-07 1.04174440E-06 1.04535473E-05 2.98711325E-06
14 1.18432748E-06 1.34503402E-06 8.88489467E-06 2.97875091E-06
15 1.48552260E-06 1.69791958E-06 2.55534601E-06 2.92548346E-06
16 1.83140537E-06 2.10550841E-06 2.31591548E-06 2.90915703E-06
17 2.09612233E-06 2.44829528E-06 2.65860081E-06 2.99510951E-06
18 2.35396297E-06 2.79159836E-06 3.44784653E-06 2.98373816E-06
19 2.44496506E-06 2.97911343E-06 4.74550608E-06 3.17862680E-06
20 2.35494704E-06 2.97272469E-06 6.20817512E-06 3.47415675E-06
21 2.42730041E-06 3.15393791E-06 6.42047315E-06 3.63349390E-06
22 2.73472464E-06 3.56010537E-06 5.85362934E-06 3.60418174E-06
23 3.22928797E-06 4.21419034E-06 1.26783074E-05 3.09503362E-06
24 3.37070356E-06 4.47197519E-06 1.03895122E-04 3.27760314E-06
25 3.30912334E-06 4.34414569E-06 1.47238780E-05 3.77641041E-06
26 3.67485635E-06 4.95717046E-06 1.53938115E-05 3.47614563E-06
27 3.74140291E-06 5.13900588E-06 1.00146142E-05 3.65434959E-06
28 3.70684167E-06 5.32492083E-06 7.06253875E-06 3.81956511E-06
29 3.81729962E-06 5.50479158E-06 7.32223903E-06 4.02121017E-06
30 3.79223798E-06 5.54908043E-06 7.80284219E-06 4.32639053E-06
31 3.94995580E-06 5.75148053E-06 8.53111054E-06 4.44633702E-06
32 3.97353928E-06 5.93497978E-06 1.35166047E-05 4.59672229E-06
33 4.08252610E-06 6.49766782E-06 1.94250947E-05 4.35359922E-06
34 4.12360940E-06 6.61264785E-06 2.23176260E-05 4.63651211E-06
35 4.19390434E-06 6.95410358E-06 3.22981469E-04 4.67861179E-06
36 4.21514848E-06 7.36566199E-06 9.13068034E-06 4.53108714E-06
37 4.61164757E-06 7.49025751E-06 1.39620269E-05 4.76475304E-06
38 5.29404578E-06 7.69929816E-06 1.41631249E-05 4.89146978E-06
39 6.23986380E-06 7.92888450E-06 1.41475043E-05 5.00245088E-06
40 6.96159264E-06 8.14603511E-06 1.31866672E-05 5.15903800E-06
41 7.92321737E-06 8.37988893E-06 1.25048970E-05 5.44156483E-06
42 9.04771688E-06 8.62707811E-06 1.32754554E-05 5.48716694E-06
43 9.93535460E-06 8.86405471E-06 1.24292594E-05 5.61023069E-06
44 1.09607534E-05 9.11063325E-06 2.06235837E-05 5.81673391E-06
45 1.17504645E-05 9.34292529E-06 1.29266441E-05 5.90716159E-06
