#intial_mass winds winds_init cc cc_init
11 2.25429278E-03 2.25565263E-03 6.45904181E-02 1.07810707E-02
12 3.07113638E-03 3.07310721E-03 5.21288471E-02 1.12055691E-02
13 4.06323453E-03 4.06602762E-03 2.07979901E-01 1.16589875E-02
14 5.24588879E-03 5.24979588E-03 3.21402676E-01 1.16263485E-02
15 6.62177512E-03 6.62714182E-03 2.57280130E-01 1.14184405E-02
16 8.21077245E-03 8.21799986E-03 3.98136541E-01 1.13547170E-02
17 9.54575274E-03 9.55592967E-03 8.24980734E-01 1.16901977E-02
18 1.08820717E-02 1.08958743E-02 9.30789758E-01 1.16458142E-02
19 1.16087755E-02 1.16277635E-02 1.12777456E+00 1.24064831E-02
20 1.15767771E-02 1.16028276E-02 1.09628063E+00 1.35599647E-02
21 1.22760600E-02 1.23101200E-02 1.29968815E+00 1.41818728E-02
22 1.38527078E-02 1.38954303E-02 1.30224491E+00 1.40674646E-02
23 1.63942402E-02 1.64483862E-02 1.09570351E+00 1.20802110E-02
24 1.73935297E-02 1.74545451E-02 4.48572781E-01 1.27927972E-02
25 1.68956249E-02 1.69556143E-02 5.71545071E-01 1.47396895E-02
26 1.92808310E-02 1.93483084E-02 1.33473212E+00 1.35677275E-02
27 1.99792468E-02 2.00580294E-02 1.39499803E+00 1.42632745E-02
28 2.06839526E-02 2.07836732E-02 1.42195957E+00 1.49081264E-02
29 2.13793374E-02 2.14857258E-02 1.61174982E+00 1.56951663E-02
30 2.15493756E-02 2.16585894E-02 2.03187170E+00 1.68863143E-02
31 2.23402932E-02 2.24485763E-02 2.13372728E+00 1.73544768E-02
32 2.30391328E-02 2.31647913E-02 2.29662115E+00 1.79414449E-02
33 2.51733171E-02 2.53610163E-02 1.88043960E+00 1.69925124E-02
34 2.56130570E-02 2.58097943E-02 1.99906758E+00 1.80967484E-02
35 2.69106704E-02 2.71425286E-02 2.53176391E+00 1.82610674E-02
36 2.84641370E-02 2.87488802E-02 2.43057204E+00 1.76852647E-02
37 2.89655899E-02 2.92351884E-02 3.01607957E+00 1.85972849E-02
38 2.97820111E-02 3.00510940E-02 3.14771436E+00 1.90918724E-02
39 3.06760751E-02 3.09471913E-02 3.21721820E+00 1.95250422E-02
40 3.15194177E-02 3.17947509E-02 2.69027238E+00 2.01362166E-02
41 3.24261764E-02 3.27075046E-02 3.32791395E+00 2.12389458E-02
42 3.33833478E-02 3.36723075E-02 3.29696332E+00 2.14169352E-02
43 3.43013616E-02 3.45972497E-02 3.42477762E+00 2.18972647E-02
44 3.52560805E-02 3.55596693E-02 3.39010531E+00 2.27032664E-02
45 3.61580575E-02 3.64663272E-02 3.62678159E+00 2.30562143E-02
