#intial_mass winds winds_init cc cc_init
11 1.66711163E-99 1.65376070E-99 1.07359360E-10 7.90428047E-99
12 2.27396819E-99 2.25308803E-99 2.08669289E-11 8.21550693E-99
13 3.15553905E-99 2.98106037E-99 4.53710272E-11 8.54793643E-99
14 4.35126806E-99 3.84895528E-99 2.88493534E-11 8.52400674E-99
15 5.22419084E-99 4.85877415E-99 2.98498667E-11 8.37157635E-99
16 6.90521735E-99 6.02513216E-99 5.89989033E-11 8.32485659E-99
17 8.29830748E-99 7.00605258E-99 9.12635337E-11 8.57081859E-99
18 8.28189490E-99 7.98845017E-99 1.73943530E-09 8.53827826E-99
19 1.01568912E-98 8.52504413E-99 3.31537504E-10 9.09597247E-99
20 1.13440696E-98 8.50676209E-99 1.92727298E-10 9.94166227E-99
21 2.00765929E-98 9.02532263E-99 6.93649308E-11 1.03976222E-98
22 2.17826938E-98 1.01876132E-98 3.17279503E-10 1.03137424E-98
23 4.22404806E-98 1.20593456E-98 2.03279135E-08 8.85676184E-99
24 2.79159491E-98 1.27970239E-98 3.50136732E-07 9.37920360E-99
25 2.69583891E-98 1.24312264E-98 2.30036919E-08 1.08065927E-98
26 2.66186291E-98 1.41854608E-98 2.19219062E-07 9.94735366E-99
27 2.93591417E-98 1.47058019E-98 2.19260125E-07 1.04573029E-98
28 5.33463788E-98 1.52378169E-98 2.16432090E-07 1.09300844E-98
29 2.54825851E-98 1.57525359E-98 2.28896510E-07 1.15071127E-98
30 6.30614046E-98 1.58792730E-98 1.00383705E-07 1.23804182E-98
31 3.68594008E-98 1.64584620E-98 1.08501076E-07 1.27236576E-98
32 3.63666180E-98 1.69835643E-98 1.06135255E-07 1.31540008E-98
33 2.58855580E-86 1.85937549E-98 2.33941513E-07 1.24582787E-98
34 5.72064753E-85 1.89227822E-98 2.51493844E-07 1.32678635E-98
35 1.36538655E-82 1.98998935E-98 1.24482225E-07 1.33883361E-98
36 3.80145986E-85 2.10776108E-98 2.53836387E-07 1.29661790E-98
37 3.18638134E-69 2.14341539E-98 1.14800661E-07 1.36348383E-98
38 4.84351010E-69 2.20323456E-98 1.47467124E-07 1.39974515E-98
39 6.36699650E-69 2.26893308E-98 1.51619371E-07 1.43150355E-98
40 9.50552936E-69 2.33107300E-98 2.06087285E-07 1.47631259E-98
41 1.42846943E-68 2.39799271E-98 6.58383782E-07 1.55716059E-98
42 1.30229591E-64 2.46872848E-98 3.32380396E-06 1.57021011E-98
43 1.40825621E-68 2.53654180E-98 5.12301951E-07 1.60542609E-98
44 1.05676236E-68 2.60710283E-98 2.22582016E-06 1.66451914E-98
45 1.22517649E-68 2.67357562E-98 2.01314059E-06 1.69039596E-98
