#intial_mass winds winds_init cc cc_init
11 2.07302484E-98 1.65376070E-99 3.09982265E-05 7.90428047E-99
12 2.85475756E-98 2.25308803E-99 1.29920549E-05 8.21550693E-99
13 3.32514910E-98 2.98106037E-99 3.17448205E-05 8.54793643E-99
14 4.69815971E-98 3.84895528E-99 1.97541063E-05 8.52400674E-99
15 6.17492868E-98 4.85877415E-99 2.75304107E-05 8.37157635E-99
16 9.91948732E-98 6.02513216E-99 2.10461140E-05 8.32485659E-99
17 1.07091577E-97 7.00605258E-99 4.05294198E-05 8.57081859E-99
18 1.38326493E-97 7.98845017E-99 2.24118520E-05 8.53827826E-99
19 1.34561447E-97 8.52504413E-99 4.34392275E-05 9.09597247E-99
20 1.02618896E-97 8.50676209E-99 2.46377267E-05 9.94166227E-99
21 9.66577612E-98 9.02532263E-99 1.90413903E-05 1.03976222E-98
22 1.14888384E-97 1.01876132E-98 5.62592028E-05 1.03137424E-98
23 1.69879441E-97 1.20593456E-98 1.03787329E-04 8.85676184E-99
24 1.43251488E-97 1.27970239E-98 2.81202834E-04 9.37920360E-99
25 1.66927459E-97 1.24312264E-98 2.35768388E-04 1.08065927E-98
26 2.38669742E-97 1.41854608E-98 1.96741291E-04 9.94735366E-99
27 1.86625476E-97 1.47058019E-98 1.96665328E-04 1.04573029E-98
28 2.26456618E-97 1.52378169E-98 2.01611941E-04 1.09300844E-98
29 2.02249443E-97 1.57525359E-98 1.88631271E-04 1.15071127E-98
30 2.18463339E-97 1.58792730E-98 1.08915338E-04 1.23804182E-98
31 1.98043172E-97 1.64584620E-98 7.40468624E-05 1.27236576E-98
32 2.69726382E-97 1.69835643E-98 7.74929041E-05 1.31540008E-98
33 3.27351566E-97 1.85937549E-98 2.36879608E-04 1.24582787E-98
34 3.57487755E-97 1.89227822E-98 2.77869493E-04 1.32678635E-98
35 3.40046271E-97 1.98998935E-98 1.43257639E-04 1.33883361E-98
36 3.41371658E-97 2.10776108E-98 1.33763197E-04 1.29661790E-98
37 3.93971743E-97 2.14341539E-98 1.03916272E-04 1.36348383E-98
38 3.89260441E-97 2.20323456E-98 9.49220684E-05 1.39974515E-98
39 3.98284581E-97 2.26893308E-98 9.43734232E-05 1.43150355E-98
40 4.14931754E-97 2.33107300E-98 1.59190204E-04 1.47631259E-98
41 4.26022547E-97 2.39799271E-98 2.09675726E-04 1.55716059E-98
42 4.46412558E-97 2.46872848E-98 2.04222955E-04 1.57021011E-98
43 4.36262347E-97 2.53654180E-98 2.07911236E-04 1.60542609E-98
44 4.61946429E-97 2.60710283E-98 2.09716459E-04 1.66451914E-98
45 4.70696755E-97 2.67357562E-98 2.34226932E-04 1.69039596E-98
