#int_mass winds winds_init rlof rlof_init cc cc_init
11 2.44701632E-08 2.44701632E-08 2.47764114E-07 2.47764114E-07 6.79068298E-06 6.29726531E-08
12 3.01956701E-08 3.01956701E-08 2.62640054E-07 2.62640054E-07 4.38972009E-07 7.45815064E-08
13 3.69874207E-08 3.69874207E-08 2.76521414E-07 2.76521414E-07 3.08043876E-06 8.76942222E-08
14 4.47954672E-08 4.47954672E-08 2.89494186E-07 2.89494186E-07 8.12080627E-07 9.55632054E-08
15 5.36206840E-08 5.36206838E-08 3.01494817E-07 3.01494817E-07 9.01417796E-07 1.09369570E-07
16 6.18614989E-08 6.18614983E-08 3.15295310E-07 3.15295310E-07 6.13629398E-07 1.20445943E-07
17 7.39273952E-08 7.39273903E-08 3.25290766E-07 3.25290766E-07 1.15167377E-06 1.33205862E-07
18 8.45439135E-08 8.45438800E-08 3.40681214E-07 3.40681214E-07 1.37185261E-06 1.41411064E-07
19 9.42783955E-08 9.42782290E-08 3.57710391E-07 3.57710391E-07 1.38439355E-06 1.50080101E-07
20 7.27395009E-08 7.27395007E-08 3.76730443E-07 3.76730443E-07 1.76854367E-06 1.89553748E-07
21 8.91484809E-08 8.91484795E-08 3.85237839E-07 3.85237839E-07 1.70407845E-06 1.96602005E-07
22 8.45265246E-08 8.45265246E-08 3.58028824E-07 3.58028824E-07 2.00375191E-06 2.58048590E-07
23 9.38206459E-08 9.38206459E-08 3.75614406E-07 3.75614406E-07 1.71985331E-06 2.59929964E-07
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 1.86751131E-07 1.86749973E-07 3.93651383E-07 3.93651383E-07 1.58520115E-06 2.55689140E-07
27 1.67417873E-07 1.67417873E-07 3.50076454E-07 3.50076454E-07 2.67205208E-06 3.52088972E-07
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 2.60853536E-07 2.60853534E-07 3.60962166E-07 3.60962166E-07 6.33126405E-06 3.61812520E-07
31 2.34877531E-07 2.34877530E-07 3.68065623E-07 3.68065623E-07 4.72280035E-06 4.07282838E-07
32 3.24130209E-07 3.24109787E-07 3.80201378E-07 3.80201378E-07 5.06056906E-06 3.34383376E-07
33 3.61424086E-07 3.50492520E-07 3.80512672E-07 3.80512672E-07 5.17377354E-06 3.41735580E-07
34 3.79048295E-07 3.74761291E-07 3.65436827E-07 3.65436827E-07 5.99039123E-06 3.69662048E-07
35 4.58032418E-07 4.03359670E-07 3.79975095E-07 3.79975095E-07 5.76321423E-06 3.61228694E-07
36 4.84261516E-07 4.25498651E-07 3.83791458E-07 3.83791458E-07 5.98932320E-06 3.70990539E-07
37 6.10690840E-07 4.70091191E-07 3.60599624E-07 3.60599624E-07 6.23971215E-06 3.85515458E-07
38 6.51186495E-07 4.94355091E-07 3.57464665E-07 3.57464665E-07 6.23937797E-06 4.03661793E-07
39 6.97596702E-07 5.21762888E-07 3.52581081E-07 3.52581081E-07 6.15760632E-06 4.16988868E-07
40 7.36996294E-07 5.46692910E-07 3.47364026E-07 3.47364026E-07 6.16707123E-06 4.29288432E-07
41 7.80420797E-07 5.72926238E-07 3.41843859E-07 3.41843859E-07 6.16818995E-06 4.40407548E-07
42 8.27739748E-07 6.01249379E-07 3.35704032E-07 3.35704032E-07 6.09822154E-06 4.64643098E-07
43 8.72106679E-07 6.29027410E-07 3.28053678E-07 3.28053678E-07 6.75550597E-06 4.60442889E-07
44 9.55292333E-07 6.77854597E-07 3.13436588E-07 3.13436588E-07 6.01664786E-06 4.78696042E-07
45 9.98778962E-07 7.05646997E-07 3.06072169E-07 3.06072169E-07 5.83725687E-06 4.97445328E-07
