#intial_mass winds winds_init cc cc_init
11 7.06463422E-05 7.06463423E-05 3.32316745E-03 3.37659798E-04
12 9.62487669E-05 9.62487669E-05 1.64201964E-03 3.50954957E-04
13 1.27346727E-04 1.27346727E-04 1.19252746E-02 3.65155880E-04
14 1.64421982E-04 1.64421982E-04 4.13319550E-03 3.64133637E-04
15 2.07560031E-04 2.07560031E-04 2.72572020E-03 3.57622024E-04
16 2.57385213E-04 2.57385213E-04 4.49874502E-03 3.55626222E-04
17 2.99288760E-04 2.99288760E-04 1.46024305E-02 3.66133374E-04
18 3.41255410E-04 3.41255410E-04 3.22292371E-03 3.64743297E-04
19 3.64177953E-04 3.64177953E-04 1.85129994E-02 3.88567213E-04
20 3.63396970E-04 3.63396970E-04 4.06036135E-03 4.24693897E-04
21 3.85549150E-04 3.85549150E-04 2.41300847E-03 4.44171866E-04
22 4.35200578E-04 4.35200578E-04 4.75683368E-03 4.40588637E-04
23 5.15158367E-04 5.15158367E-04 3.13793705E-03 3.78348469E-04
24 5.46670951E-04 5.46670951E-04 3.12067884E-02 4.00666450E-04
25 5.31044594E-04 5.31044594E-04 2.22867421E-02 4.61642514E-04
26 6.05983032E-04 6.05983032E-04 6.34681902E-03 4.24937026E-04
27 6.28211273E-04 6.28211273E-04 5.05416750E-03 4.46721343E-04
28 6.50938212E-04 6.50938212E-04 5.15995808E-03 4.66917905E-04
29 6.72926283E-04 6.72926283E-04 4.88881357E-03 4.91567750E-04
30 6.78340318E-04 6.78340318E-04 2.44279086E-03 5.28874138E-04
31 7.03082462E-04 7.03082462E-04 2.23134113E-03 5.43536844E-04
32 7.25514096E-04 7.25514096E-04 1.66824077E-03 5.61920502E-04
33 7.94299184E-04 7.94299184E-04 7.84689706E-03 5.32200229E-04
34 8.08354771E-04 8.08354772E-04 1.71942486E-02 5.66784558E-04
35 8.50095589E-04 8.50095595E-04 6.83480779E-03 5.71930980E-04
36 9.00405946E-04 9.00406033E-04 5.68289049E-03 5.53897017E-04
37 9.13822270E-04 9.15637055E-04 2.15228307E-03 5.82461208E-04
38 9.35754509E-04 9.41190964E-04 1.68073558E-03 5.97951535E-04
39 9.58755042E-04 9.69256456E-04 1.77076691E-03 6.11518280E-04
40 9.81288906E-04 9.95801758E-04 8.75414216E-03 6.30660074E-04
41 1.00453397E-03 1.02438892E-03 2.08453961E-02 6.65197209E-04
42 1.02841009E-03 1.05460625E-03 1.48280144E-02 6.70771782E-04
43 1.05193676E-03 1.08357516E-03 1.63741060E-02 6.85815555E-04
44 1.07565959E-03 1.11371784E-03 1.84788025E-02 7.11059279E-04
45 1.09868050E-03 1.14211408E-03 1.81696057E-02 7.22113496E-04
