#int_mass winds winds_init rlof rlof_init cc cc_init
11 1.72664644E-99 7.09866643E-100 7.81068526E-98 7.18750744E-99 2.65044612E-09 1.82680375E-99
12 1.09291435E-99 8.75960607E-100 4.71019937E-98 7.61905068E-99 6.39316078E-09 2.16357052E-99
13 1.32384922E-99 1.07298574E-99 6.26904048E-98 8.02174168E-99 8.26387431E-09 2.54396355E-99
14 2.22215160E-99 1.29949309E-99 6.07950889E-98 8.39807501E-99 1.92197784E-10 2.77223864E-99
15 1.89152387E-99 1.55550801E-99 4.77620874E-98 8.74620705E-99 4.42132552E-09 3.17275405E-99
16 2.44014297E-89 1.79456973E-99 4.90957691E-98 9.14655215E-99 3.89485333E-09 3.49407386E-99
17 2.62045029E-88 2.14459495E-99 4.66713176E-98 9.43651509E-99 4.94662962E-10 3.86423242E-99
18 6.96313942E-87 2.45257377E-99 5.86145838E-98 9.88298393E-99 7.20809543E-10 4.10226105E-99
19 1.28306007E-86 2.73496214E-99 5.92888316E-98 1.03769915E-98 1.43784942E-09 4.35374529E-99
20 1.16043655E-87 2.11013489E-99 6.24004876E-98 1.09287532E-98 1.02914266E-08 5.49885516E-99
21 2.22984532E-97 2.58615079E-99 5.94161096E-98 1.11755483E-98 6.94001057E-09 5.70332139E-99
22 3.05909286E-99 2.45207030E-99 5.82830386E-98 1.03862290E-98 3.55067689E-13 7.48585472E-99
23 2.99068385E-99 2.72168790E-99 5.53018668E-98 1.08963776E-98 4.11017904E-09 7.54043239E-99
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 1.17573807E-98 5.41751911E-99 8.65409636E-98 1.14196209E-98 8.02265893E-09 7.41740831E-99
27 5.03093438E-99 4.85670498E-99 6.96159813E-98 1.01555349E-98 8.88801182E-11 1.02139170E-98
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 2.13688328E-98 7.56722468E-99 6.62563407E-98 1.04713238E-98 6.79656400E-09 1.04959921E-98
31 2.58917513E-98 6.81367439E-99 6.83459088E-98 1.06773913E-98 7.60725392E-09 1.18150622E-98
32 5.07488587E-98 9.40225550E-99 7.38161703E-98 1.10294432E-98 1.19825888E-08 9.70028696E-99
33 1.59607042E-89 1.01676048E-98 6.12074387E-98 1.10384737E-98 1.00395843E-08 9.91357055E-99
34 5.26333939E-98 1.08716292E-98 5.39391423E-98 1.06011313E-98 2.11189629E-08 1.07237028E-98
35 7.65952276E-89 1.17012532E-98 6.73963176E-98 1.10228789E-98 2.80586050E-08 1.04790556E-98
36 2.40787186E-87 1.23434934E-98 5.38141709E-98 1.11335896E-98 2.68746923E-08 1.07622416E-98
37 1.34132919E-84 1.36370997E-98 5.76802153E-98 1.04608066E-98 3.44878485E-08 1.11836019E-98
38 1.48059400E-69 1.43409828E-98 5.48210573E-98 1.03698631E-98 1.00369000E-08 1.17100176E-98
39 9.13565918E-83 1.51360687E-98 4.52833609E-98 1.02281929E-98 1.06865131E-08 1.20966291E-98
40 2.78725949E-84 1.58592756E-98 4.20421991E-98 1.00768488E-98 1.17503559E-08 1.24534330E-98
41 1.41512364E-83 1.66202907E-98 3.61575695E-98 9.91671168E-99 1.24122489E-08 1.27759928E-98
42 2.65140722E-84 1.74419302E-98 3.54726784E-98 9.73859850E-99 1.02050495E-08 1.34790534E-98
43 9.98814432E-84 1.82477564E-98 4.26780332E-98 9.51666572E-99 4.98649611E-09 1.33572075E-98
44 1.08362659E-83 1.96642076E-98 2.15892633E-98 9.09263158E-99 1.39501351E-08 1.38867220E-98
45 3.81694679E-83 2.04704505E-98 2.70961989E-98 8.87899365E-99 1.41993210E-08 1.44306289E-98
