#intial_mass winds winds_init cc cc_init
11 3.62885251E-17 6.34256547E-30 4.87465006E-13 3.03147949E-29
12 4.75261053E-17 8.64112827E-30 1.00439917E-14 3.15084224E-29
13 6.09977825E-17 1.14330753E-29 2.71931684E-13 3.27833686E-29
14 7.68282352E-17 1.47616586E-29 1.73482562E-13 3.26915925E-29
15 9.49750372E-17 1.86345541E-29 9.29963335E-16 3.21069858E-29
16 1.15666757E-16 2.31078144E-29 1.96219715E-15 3.19278044E-29
17 1.32170337E-16 2.68698774E-29 1.95991312E-15 3.28711271E-29
18 1.48277565E-16 3.06376058E-29 1.21175759E-15 3.27463272E-29
19 1.54986582E-16 3.26955712E-29 4.06764003E-15 3.48852171E-29
20 1.53129842E-16 3.26254552E-29 4.31283365E-13 3.81286385E-29
21 1.60875887E-16 3.46142582E-29 4.31427267E-13 3.98773532E-29
22 1.80860630E-16 3.90719189E-29 3.93113152E-13 3.95556541E-29
23 2.17587943E-16 4.62504578E-29 1.79442664E-15 3.39677875E-29
24 2.33229686E-16 4.90796294E-29 7.16485991E-14 3.59714758E-29
25 2.36959816E-16 4.76767091E-29 3.09974051E-12 4.14458523E-29
26 2.40269579E-16 5.44046151E-29 4.92980974E-12 3.81504664E-29
27 2.47629228E-16 5.64002467E-29 1.79550471E-12 4.01062429E-29
28 2.54647836E-16 5.84406509E-29 1.08875746E-12 4.19194723E-29
29 2.63381993E-16 6.04147203E-29 1.33409907E-12 4.41325133E-29
30 2.69340242E-16 6.09007875E-29 5.85220232E-13 4.74818475E-29
31 2.73016279E-16 6.31221151E-29 6.54861067E-14 4.87982521E-29
32 2.81265632E-16 6.51360072E-29 1.92035086E-13 5.04487205E-29
33 2.84822020E-16 7.13114709E-29 1.53023633E-15 4.77804610E-29
34 2.88069729E-16 7.25733690E-29 1.75231205E-15 5.08854111E-29
35 2.97647160E-16 7.63208228E-29 1.82658192E-15 5.13474523E-29
36 3.04099953E-16 8.08376489E-29 2.86360669E-15 4.97283791E-29
37 2.73285598E-16 8.22050765E-29 3.86702797E-16 5.22928468E-29
38 2.78298196E-16 8.44992836E-29 4.53065903E-16 5.36835545E-29
39 2.85640293E-16 8.70189784E-29 3.92038478E-16 5.49015646E-29
40 2.90586883E-16 8.94021919E-29 5.41942145E-19 5.66200978E-29
41 2.96417853E-16 9.19687220E-29 9.93022966E-16 5.97208110E-29
42 3.02363384E-16 9.46816067E-29 1.52104861E-15 6.02212911E-29
43 3.07939167E-16 9.72824091E-29 1.28189669E-15 6.15719076E-29
44 3.13467380E-16 9.99885922E-29 2.35325657E-16 6.38382666E-29
45 3.17485386E-16 1.02537982E-28 2.80992310E-16 6.48307043E-29
