#int_mass winds winds_init rlof rlof_init cc cc_init
11 1.20832688E-05 1.20832688E-05 1.22344930E-04 1.22344930E-04 1.73109163E-04 3.10956446E-05
12 1.49105013E-05 1.49105013E-05 1.29690610E-04 1.29690610E-04 9.74094627E-05 3.68280500E-05
13 1.82642406E-05 1.82642406E-05 1.36545170E-04 1.36545170E-04 1.27674526E-04 4.33030567E-05
14 2.21198228E-05 2.21198228E-05 1.42951073E-04 1.42951073E-04 1.06628524E-04 4.71887291E-05
15 2.64776795E-05 2.64776795E-05 1.48876936E-04 1.48876936E-04 1.80176890E-04 5.40062566E-05
16 3.05469606E-05 3.05469607E-05 1.55691565E-04 1.55691565E-04 2.00876891E-04 5.94757258E-05
17 3.65050491E-05 3.65050500E-05 1.60627281E-04 1.60627281E-04 1.69544524E-04 6.57765225E-05
18 4.17474246E-05 4.17474302E-05 1.68227022E-04 1.68227022E-04 2.16742262E-04 6.98282185E-05
19 4.65541880E-05 4.65542129E-05 1.76635962E-04 1.76635962E-04 2.63614556E-04 7.41089545E-05
20 3.59184749E-05 3.59184749E-05 1.86027988E-04 1.86027988E-04 4.38842142E-04 9.36008838E-05
21 4.40211628E-05 4.40211631E-05 1.90228906E-04 1.90228906E-04 4.14977819E-04 9.70812846E-05
22 4.17388602E-05 4.17388602E-05 1.76793203E-04 1.76793203E-04 8.97929641E-04 1.27423363E-04
23 4.63282602E-05 4.63282602E-05 1.85476894E-04 1.85476894E-04 4.88618981E-04 1.28352378E-04
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 9.22162399E-05 9.22163909E-05 1.94383480E-04 1.94383480E-04 4.62289870E-04 1.26258276E-04
27 8.26702768E-05 8.26702768E-05 1.72866355E-04 1.72866355E-04 1.71337161E-03 1.73860128E-04
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 1.28808433E-04 1.28808433E-04 1.78241676E-04 1.78241676E-04 8.53031512E-04 1.78661577E-04
31 1.15981586E-04 1.15981586E-04 1.81749335E-04 1.81749335E-04 9.29502241E-04 2.01114639E-04
32 1.60041886E-04 1.60044118E-04 1.87741922E-04 1.87741922E-04 7.88142706E-04 1.65117176E-04
33 1.73361003E-04 1.73071806E-04 1.87895638E-04 1.87895638E-04 7.65960630E-04 1.68747664E-04
34 1.85205134E-04 1.85055629E-04 1.80451245E-04 1.80451245E-04 8.38453373E-04 1.82537643E-04
35 2.00668818E-04 1.99177394E-04 1.87630184E-04 1.87630184E-04 8.26748537E-04 1.78373286E-04
36 2.11840447E-04 2.10109534E-04 1.89514689E-04 1.89514689E-04 8.39847686E-04 1.83193646E-04
37 2.36274183E-04 2.32129152E-04 1.78062654E-04 1.78062654E-04 8.50108866E-04 1.90365993E-04
38 2.49084328E-04 2.44110569E-04 1.76514624E-04 1.76514624E-04 8.17339666E-04 1.99326581E-04
39 2.63562885E-04 2.57644430E-04 1.74103129E-04 1.74103129E-04 8.30604749E-04 2.05907438E-04
40 2.76851307E-04 2.69954775E-04 1.71526969E-04 1.71526969E-04 8.26447150E-04 2.11980913E-04
41 2.90925276E-04 2.82908688E-04 1.68801132E-04 1.68801132E-04 8.22572411E-04 2.17471488E-04
42 3.06115996E-04 2.96894542E-04 1.65769310E-04 1.65769310E-04 8.31795118E-04 2.29438906E-04
43 3.21133509E-04 3.10611223E-04 1.61991596E-04 1.61991596E-04 9.21752439E-04 2.27364859E-04
44 3.46517919E-04 3.34721893E-04 1.54773735E-04 1.54773735E-04 8.32356766E-04 2.36378194E-04
45 3.61546663E-04 3.48445668E-04 1.51137215E-04 1.51137215E-04 8.08615454E-04 2.45636516E-04
