#intial_mass winds winds_init cc cc_init
11 1.65402011E-99 1.65376070E-99 7.29413222E-98 7.90428047E-99
12 2.25249798E-99 2.25308803E-99 8.63178982E-98 8.21550693E-99
13 2.97913180E-99 2.98106037E-99 9.16738989E-98 8.54793643E-99
14 3.84579213E-99 3.84895528E-99 1.06087224E-97 8.52400674E-99
15 4.85247999E-99 4.85877415E-99 1.16928960E-97 8.37157635E-99
16 6.02200832E-99 6.02513216E-99 1.43677126E-97 8.32485659E-99
17 7.65236271E-99 7.00605258E-99 1.58867146E-97 8.57081859E-99
18 1.14196143E-98 7.98845017E-99 1.72804896E-97 8.53827826E-99
19 1.24324514E-98 8.52504413E-99 1.91598260E-97 9.09597247E-99
20 9.85128699E-99 8.50676209E-99 1.89917060E-97 9.94166227E-99
21 2.00186900E-98 9.02532263E-99 1.96802975E-97 1.03976222E-98
22 2.27750584E-98 1.01876132E-98 1.99962617E-97 1.03137424E-98
23 3.34566797E-98 1.20593456E-98 5.99923913E-58 8.85676184E-99
24 3.04581958E-98 1.27970239E-98 6.12609730E-20 9.37920360E-99
25 2.86305712E-98 1.24312264E-98 5.05729707E-73 1.08065927E-98
26 4.59571123E-98 1.41854608E-98 1.19999262E-05 9.94735366E-99
27 4.46093457E-98 1.47058019E-98 1.01952054E-05 1.04573029E-98
28 3.53993354E-98 1.52378169E-98 7.19259616E-06 1.09300844E-98
29 3.37658029E-98 1.57525359E-98 4.25415637E-06 1.15071127E-98
30 2.91398024E-98 1.58792730E-98 3.62216252E-10 1.23804182E-98
31 3.19615139E-98 1.64584620E-98 2.98830908E-06 1.27236576E-98
32 4.56975001E-98 1.69835643E-98 2.04125078E-06 1.31540008E-98
33 7.57098942E-89 1.85937549E-98 1.43268555E-05 1.24582787E-98
34 1.48757767E-90 1.89227822E-98 1.46662307E-05 1.32678635E-98
35 5.29428113E-88 1.98998935E-98 4.06651819E-06 1.33883361E-98
36 5.81512473E-98 2.10776108E-98 1.02314082E-05 1.29661790E-98
37 8.42671451E-76 2.14341539E-98 5.13401770E-06 1.36348383E-98
38 1.12098568E-75 2.20323456E-98 4.45669440E-06 1.39974515E-98
39 2.71874747E-75 2.26893308E-98 4.53938686E-06 1.43150355E-98
40 4.97270774E-75 2.33107300E-98 1.11772786E-05 1.47631259E-98
41 4.04349924E-75 2.39799271E-98 5.55716482E-06 1.55716059E-98
42 1.08675961E-74 2.46872848E-98 1.35224771E-05 1.57021011E-98
43 1.73603481E-74 2.53654180E-98 5.49297611E-06 1.60542609E-98
44 4.78488853E-75 2.60710283E-98 2.44101228E-06 1.66451914E-98
45 4.54820819E-75 2.67357562E-98 5.11799853E-06 1.69039596E-98
