#intial_mass winds winds_init cc cc_init
11 2.42510546E-98 1.66272166E-99 8.49018141E-04 7.94711009E-99
12 3.18344187E-98 2.26529646E-99 3.06575190E-04 8.26002295E-99
13 5.16855766E-98 2.99721336E-99 1.17887943E-03 8.59425373E-99
14 6.69697145E-98 3.86981098E-99 2.46945744E-04 8.57019437E-99
15 9.19073590E-98 4.88510159E-99 8.52828576E-04 8.41693804E-99
16 1.05929877E-97 6.05777955E-99 4.69699627E-04 8.36996512E-99
17 1.02976490E-97 7.04401512E-99 1.31418919E-03 8.61725988E-99
18 1.26391944E-97 8.03173587E-99 3.74945142E-04 8.58454323E-99
19 1.33879456E-97 8.57123738E-99 1.15463807E-03 9.14525932E-99
20 1.30739727E-97 8.55285628E-99 4.63822775E-04 9.99553152E-99
21 9.30284672E-98 9.07422666E-99 4.38795488E-04 1.04539621E-98
22 9.47051610E-98 1.02428152E-98 1.47989657E-03 1.03696277E-98
23 1.11482039E-97 1.21246896E-98 7.73138868E-04 8.90475252E-99
24 1.08506606E-97 1.28663651E-98 7.63107899E-04 9.43002514E-99
25 1.24243965E-97 1.24985855E-98 2.91056308E-03 1.08651486E-98
26 1.67639599E-97 1.42623253E-98 1.55682935E-06 1.00012538E-98
27 1.64188959E-97 1.47854858E-98 1.86343772E-06 1.05139662E-98
28 1.77070758E-97 1.53203836E-98 4.04596084E-06 1.09893094E-98
29 1.74207892E-97 1.58378915E-98 4.62793676E-06 1.15694644E-98
30 1.92919581E-97 1.59653154E-98 6.21548552E-05 1.24475020E-98
31 1.39237852E-97 1.65476428E-98 1.97969958E-06 1.27926012E-98
32 1.14834132E-97 1.70755904E-98 2.73712004E-06 1.32252762E-98
33 1.61220324E-97 1.86945058E-98 1.29419916E-06 1.25257843E-98
34 1.49402315E-97 1.90253160E-98 1.81706963E-06 1.33397559E-98
35 1.25201969E-97 2.00077217E-98 1.33442383E-06 1.34608813E-98
36 1.98085690E-97 2.11918206E-98 9.88075769E-07 1.30364367E-98
37 1.18450431E-97 2.15502956E-98 6.36806327E-07 1.37087192E-98
38 1.13951850E-97 2.21517286E-98 8.27478174E-07 1.40732972E-98
39 9.19433444E-98 2.28122738E-98 8.41288464E-07 1.43926020E-98
40 8.47195514E-98 2.34370400E-98 1.08582989E-06 1.48431204E-98
41 8.51121531E-98 2.41098632E-98 2.53217697E-06 1.56559812E-98
42 8.79000932E-98 2.48210537E-98 2.56369642E-06 1.57871835E-98
43 9.18548213E-98 2.55028615E-98 2.51531820E-06 1.61412515E-98
44 8.44680708E-98 2.62122951E-98 3.48601736E-06 1.67353840E-98
45 8.49205273E-98 2.68806248E-98 3.05763448E-06 1.69955543E-98
