#intial_mass winds winds_init cc cc_init
11 3.99321543E-10 1.23247454E-09 7.41288144E-10 5.89070984E-09
12 4.94644002E-10 1.67912663E-09 6.91448762E-10 6.12265313E-09
13 6.05093139E-10 2.22165215E-09 6.23539683E-10 6.37039810E-09
14 7.31567967E-10 2.86845575E-09 5.41977685E-10 6.35256435E-09
15 8.67898612E-10 3.62102899E-09 4.45457760E-10 6.23896475E-09
16 1.01236166E-09 4.49026390E-09 3.39191576E-10 6.20414658E-09
17 1.11654916E-09 5.22130041E-09 2.58508161E-10 6.38745115E-09
18 1.21588275E-09 5.95343779E-09 1.89474812E-10 6.36320029E-09
19 1.26533033E-09 6.35333748E-09 1.65211891E-10 6.77882506E-09
20 1.26770916E-09 6.33971268E-09 1.72776642E-10 7.40908018E-09
21 1.32843756E-09 6.72617287E-09 1.38270112E-10 7.74888688E-09
22 1.44429541E-09 7.59237652E-09 8.57403239E-11 7.68637497E-09
23 1.56416373E-09 8.98729572E-09 2.72375741E-12 6.60055198E-09
24 1.59532745E-09 9.53705465E-09 3.68629523E-13 6.98990466E-09
25 1.61777743E-09 9.26444200E-09 5.35748798E-14 8.05367448E-09
26 1.64203174E-09 1.05717951E-08 6.10277904E-21 7.41332172E-09
27 1.66545421E-09 1.09595822E-08 1.72461348E-20 7.79336428E-09
28 1.69034527E-09 1.13560695E-08 3.43985305E-21 8.14570735E-09
29 1.72055192E-09 1.17396667E-08 1.01441936E-20 8.57574102E-09
30 1.72379847E-09 1.18341183E-08 4.27319699E-20 9.22657688E-09
31 1.75881811E-09 1.22657622E-08 3.56481737E-21 9.48237798E-09
32 1.79292630E-09 1.26570976E-08 3.92922042E-21 9.80309367E-09
33 1.82056054E-09 1.38571013E-08 4.14811942E-23 9.28460286E-09
34 1.83568921E-09 1.41023108E-08 9.79262893E-23 9.88795051E-09
35 1.85592624E-09 1.48305084E-08 1.88906253E-23 9.97773342E-09
36 1.87981756E-09 1.57082090E-08 2.12984010E-22 9.66311838E-09
37 1.89872904E-09 1.59739247E-08 7.78518915E-23 1.01614406E-08
38 1.92048415E-09 1.64197305E-08 1.56288238E-23 1.04316801E-08
39 1.95328382E-09 1.69093525E-08 1.42084613E-23 1.06683614E-08
40 1.94712257E-09 1.73724537E-08 1.13064406E-23 1.10023033E-08
41 1.99421426E-09 1.78711767E-08 6.86791276E-24 1.16048276E-08
42 2.01438038E-09 1.83983389E-08 5.37946072E-24 1.17020799E-08
43 2.04933181E-09 1.89037216E-08 9.76098102E-23 1.19645290E-08
44 2.02756101E-09 1.94295817E-08 1.36207327E-23 1.24049233E-08
45 2.04772707E-09 1.99249739E-08 9.83078331E-24 1.25977718E-08
