#int_mass winds winds_init rlof rlof_init cc cc_init
11 7.93246920E-99 7.09866643E-100 1.20313117E-97 7.18750744E-99 3.73025742E-04 1.82680375E-99
12 9.62099726E-99 8.75960607E-100 1.17831363E-97 7.61905068E-99 7.72342109E-04 2.16357052E-99
13 1.18042522E-98 1.07298574E-99 1.33180547E-97 8.02174168E-99 8.44033533E-04 2.54396355E-99
14 1.51123567E-98 1.29949309E-99 1.57629091E-97 8.39807501E-99 4.82576808E-04 2.77223864E-99
15 1.82139985E-98 1.55550801E-99 1.81226312E-97 8.74620705E-99 1.15611575E-03 3.17275405E-99
16 1.80244423E-98 1.79456973E-99 1.79345626E-97 9.14655215E-99 1.45385172E-03 3.49407386E-99
17 2.09557007E-98 2.14459495E-99 2.09556867E-97 9.43651509E-99 1.20456630E-03 3.86423242E-99
18 2.10898384E-98 2.45257377E-99 2.26102600E-97 9.88298393E-99 1.29807000E-03 4.10226105E-99
19 2.26833487E-98 2.73496214E-99 1.53056915E-97 1.03769915E-98 1.23211857E-03 4.35374529E-99
20 2.43315747E-98 2.11013489E-99 1.22032269E-97 1.09287532E-98 1.43669312E-03 5.49885516E-99
21 2.80529711E-98 2.58615079E-99 1.81718632E-97 1.11755483E-98 1.35180535E-03 5.70332139E-99
22 2.71148567E-98 2.45207030E-99 1.97277211E-97 1.03862290E-98 1.16518604E-03 7.48585472E-99
23 3.09307159E-98 2.72168790E-99 1.50533498E-97 1.08963776E-98 1.31664804E-03 7.54043239E-99
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 5.58641671E-98 5.41751911E-99 2.01648744E-97 1.14196209E-98 2.11456823E-03 7.41740831E-99
27 6.93593677E-98 4.85670498E-99 1.48486918E-97 1.01555349E-98 4.35636871E-03 1.02139170E-98
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 9.51995785E-98 7.56722468E-99 1.46071405E-97 1.04713238E-98 6.51594668E-04 1.04959921E-98
31 9.00150428E-98 6.81367439E-99 1.88931970E-97 1.06773913E-98 3.45423442E-04 1.18150622E-98
32 1.06051974E-97 9.40225550E-99 2.20178098E-97 1.10294432E-98 3.40932401E-03 9.70028696E-99
33 1.16828516E-97 1.01676048E-98 1.95353905E-97 1.10384737E-98 3.14607729E-03 9.91357055E-99
34 1.32901899E-97 1.08716292E-98 1.60935435E-97 1.06011313E-98 2.41345053E-03 1.07237028E-98
35 1.31618498E-97 1.17012532E-98 2.19490085E-97 1.10228789E-98 2.36949032E-03 1.04790556E-98
36 1.56833499E-97 1.23434934E-98 1.82468974E-97 1.11335896E-98 2.43885133E-03 1.07622416E-98
37 1.61947143E-97 1.36370997E-98 2.78332634E-97 1.04608066E-98 2.20398676E-03 1.11836019E-98
38 1.74507630E-97 1.43409828E-98 2.56601728E-97 1.03698631E-98 8.23504986E-04 1.17100176E-98
39 1.88087233E-97 1.51360687E-98 2.61468044E-97 1.02281929E-98 1.34183049E-03 1.20966291E-98
40 1.94155668E-97 1.58592756E-98 2.59753695E-97 1.00768488E-98 1.27946839E-03 1.24534330E-98
41 2.15085167E-97 1.66202907E-98 2.59683220E-97 9.91671168E-99 1.24008248E-03 1.27759928E-98
42 2.43048078E-97 1.74419302E-98 2.41892232E-97 9.73859850E-99 1.89391829E-03 1.34790534E-98
43 2.65613719E-97 1.82477564E-98 2.46976431E-97 9.51666572E-99 1.03355367E-03 1.33572075E-98
44 2.88153333E-97 1.96642076E-98 2.41480555E-97 9.09263158E-99 2.05349336E-03 1.38867220E-98
45 2.87500782E-97 2.04704505E-98 2.29574886E-97 8.87899365E-99 2.96590211E-03 1.44306289E-98
