#intial_mass winds winds_init cc cc_init
11 9.43666704E-04 9.43666358E-04 1.48577089E-01 4.51032823E-03
12 1.28565416E-03 1.28565359E-03 1.65183680E-01 4.68791980E-03
13 1.70104894E-03 1.70104804E-03 1.85282420E-01 4.87761020E-03
14 2.19628626E-03 2.19628488E-03 1.82489656E-01 4.86395547E-03
15 2.77250822E-03 2.77250615E-03 1.74973862E-01 4.77697589E-03
16 3.43805456E-03 3.43805155E-03 2.24368815E-01 4.75031673E-03
17 3.99778742E-03 3.99778283E-03 1.57121655E-01 4.89066718E-03
18 4.55836371E-03 4.55835702E-03 2.26888298E-01 4.87209907E-03
19 4.86455735E-03 4.86454743E-03 1.33554973E-01 5.19032967E-03
20 4.85413021E-03 4.85411536E-03 1.66783049E-01 5.67289587E-03
21 5.15003638E-03 5.15001557E-03 8.57845404E-02 5.93307500E-03
22 5.81326810E-03 5.81324002E-03 1.15115406E-01 5.88521163E-03
23 6.88132300E-03 6.88128507E-03 1.59598564E-01 5.05383168E-03
24 7.30226191E-03 7.30221790E-03 5.59661350E-01 5.35194658E-03
25 7.09353244E-03 7.09348711E-03 4.91498511E-01 6.16644112E-03
26 8.09453605E-03 8.09448561E-03 2.96974165E-01 5.67614349E-03
27 8.39146376E-03 8.39140181E-03 2.79491328E-01 5.96712992E-03
28 8.69506272E-03 8.69497941E-03 2.74411453E-01 6.23690775E-03
29 8.98877873E-03 8.98868752E-03 2.54117397E-01 6.56617079E-03
30 9.06110112E-03 9.06100609E-03 1.42576518E-01 7.06449501E-03
31 9.39159513E-03 9.39150202E-03 1.24434525E-01 7.26035373E-03
32 9.69124821E-03 9.69113507E-03 1.16877408E-01 7.50591548E-03
33 1.06101431E-02 1.06099395E-02 3.00051878E-01 7.10892364E-03
34 1.07979037E-02 1.07976886E-02 3.30893734E-01 7.57088765E-03
35 1.13555162E-02 1.13552463E-02 1.36035125E-01 7.63963155E-03
36 1.20276235E-02 1.20272735E-02 2.17600983E-01 7.39874088E-03
37 1.22306030E-02 1.22307236E-02 1.23989660E-01 7.78029024E-03
38 1.25710641E-02 1.25720628E-02 1.09125480E-01 7.98720400E-03
39 1.29448552E-02 1.29469507E-02 1.13586161E-01 8.16842330E-03
40 1.32985728E-02 1.33015325E-02 2.22902676E-01 8.42411194E-03
41 1.36793586E-02 1.36833887E-02 2.38227555E-01 8.88544556E-03
42 1.40817839E-02 1.40870201E-02 2.70361941E-01 8.95990853E-03
43 1.44676510E-02 1.44739754E-02 2.41765903E-01 9.16085739E-03
44 1.48690424E-02 1.48766096E-02 2.66056847E-01 9.49805325E-03
45 1.52472070E-02 1.52559156E-02 3.04413625E-01 9.64571117E-03
