#intial_mass winds winds_init cc cc_init
11 1.67568800E-99 1.65376070E-99 1.55106985E-22 7.90428047E-99
12 2.28309642E-99 2.25308803E-99 3.77645945E-23 8.21550693E-99
13 3.34752295E-99 2.98106037E-99 2.26132157E-23 8.54793643E-99
14 7.26321882E-99 3.84895528E-99 6.81596663E-24 8.52400674E-99
15 1.01782723E-98 4.85877415E-99 4.57927938E-23 8.37157635E-99
16 2.50943652E-98 6.02513216E-99 3.00665673E-22 8.32485659E-99
17 4.80086301E-98 7.00605258E-99 6.11739300E-21 8.57081859E-99
18 7.10122840E-98 7.98845017E-99 7.04155268E-20 8.53827826E-99
19 8.90138153E-98 8.52504413E-99 2.22958411E-18 9.09597247E-99
20 7.22708501E-98 8.50676209E-99 5.42928483E-20 9.94166227E-99
21 8.23856355E-98 9.02532263E-99 1.10987406E-20 1.03976222E-98
22 9.36452345E-98 1.01876132E-98 9.78585035E-19 1.03137424E-98
23 1.47603361E-97 1.20593456E-98 2.18078108E-10 8.85676184E-99
24 1.77664966E-97 1.27970239E-98 8.41013766E-07 9.37920360E-99
25 1.26154409E-97 1.24312264E-98 2.94265708E-11 1.08065927E-98
26 2.36389562E-97 1.41854608E-98 1.31638985E-06 9.94735366E-99
27 2.69827599E-97 1.47058019E-98 1.11743886E-06 1.04573029E-98
28 1.64288545E-97 1.52378169E-98 1.26684186E-06 1.09300844E-98
29 2.45052230E-97 1.57525359E-98 3.25225053E-06 1.15071127E-98
30 1.84115628E-97 1.58792730E-98 1.40435231E-06 1.23804182E-98
31 2.36849045E-97 1.64584620E-98 2.59482389E-06 1.27236576E-98
32 1.88545822E-97 1.69835643E-98 2.66971536E-06 1.31540008E-98
33 3.17712458E-97 1.85937549E-98 4.96260512E-06 1.24582787E-98
34 2.59280297E-97 1.89227822E-98 1.79524540E-06 1.32678635E-98
35 3.22004305E-97 1.98998935E-98 1.71743747E-06 1.33883361E-98
36 3.49735344E-97 2.10776108E-98 6.61948987E-06 1.29661790E-98
37 3.76418801E-97 2.14341539E-98 3.85807535E-06 1.36348383E-98
38 3.71152881E-97 2.20323456E-98 4.85481323E-06 1.39974515E-98
39 3.80489047E-97 2.26893308E-98 4.82405168E-06 1.43150355E-98
40 3.91544501E-97 2.33107300E-98 7.03642642E-06 1.47631259E-98
41 3.99241158E-97 2.39799271E-98 1.04108381E-06 1.55716059E-98
42 4.18297358E-97 2.46872848E-98 1.06462959E-06 1.57021011E-98
43 4.09499162E-97 2.53654180E-98 1.73420691E-06 1.60542609E-98
44 4.53243312E-97 2.60710283E-98 1.00785897E-06 1.66451914E-98
45 4.64109944E-97 2.67357562E-98 1.03743046E-06 1.69039596E-98
