#int_mass winds winds_init rlof rlof_init cc cc_init
11 2.72659600E-01 5.04821707E-01 4.83929930E+00 5.11139636E+00 5.64266682E-11 1.29913160E+00
12 3.16511617E-01 6.22939440E-01 5.14159088E+00 5.41828836E+00 4.69870902E-11 1.53862331E+00
13 3.69293759E-01 7.63053875E-01 5.42251594E+00 5.70466209E+00 2.61764223E-10 1.80913984E+00
14 4.31705615E-01 9.24134591E-01 5.68114678E+00 5.97229156E+00 3.82381576E-09 1.97147768E+00
15 5.03701672E-01 1.10619962E+00 5.91876253E+00 6.21986569E+00 3.09824546E-10 2.25630424E+00
16 5.81127523E-01 1.27620837E+00 6.15124281E+00 6.50457113E+00 8.90878114E-11 2.48481084E+00
17 6.65079841E-01 1.52512883E+00 6.35793091E+00 6.71077829E+00 3.17421624E-10 2.74804913E+00
18 7.37090996E-01 1.74414799E+00 6.58544111E+00 7.02828463E+00 2.09280837E-05 2.91732320E+00
19 8.15081617E-01 1.94496850E+00 6.80201951E+00 7.37959811E+00 3.16080952E-10 3.09616623E+00
20 8.95840039E-01 1.50062256E+00 7.00343142E+00 7.77198353E+00 7.28644441E-11 3.91051119E+00
21 1.09578914E+00 1.83914130E+00 7.04359819E+00 7.94749189E+00 8.06395302E-05 4.05591736E+00
22 1.47183793E+00 1.74378994E+00 6.51823621E+00 7.38616743E+00 3.22226360E-01 5.32356605E+00
23 1.63327333E+00 1.93552852E+00 6.80959104E+00 7.74895960E+00 1.34800764E-01 5.36237896E+00
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 2.13046573E+00 3.85266905E+00 7.18250627E+00 8.12106408E+00 2.83539734E-06 5.27489038E+00
27 2.79942856E+00 3.45384605E+00 6.27493418E+00 7.22210931E+00 3.58643313E-01 7.26362774E+00
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 3.60541760E+00 5.38143230E+00 6.47257374E+00 7.44668255E+00 1.42736701E-06 7.46422541E+00
31 3.80508061E+00 4.84554496E+00 6.56460905E+00 7.59322751E+00 3.15425444E-02 8.40228225E+00
32 3.79030601E+00 6.68641458E+00 6.85884047E+00 7.84358924E+00 1.96617663E-10 6.89835967E+00
33 4.01231733E+00 7.23069278E+00 6.90890066E+00 7.85001127E+00 4.61472990E-05 7.05003631E+00
34 4.40867351E+00 7.73135975E+00 6.63857699E+00 7.53899520E+00 1.75947036E-10 7.62616191E+00
35 4.52133167E+00 8.32134694E+00 6.81851867E+00 7.83892100E+00 1.27581101E-07 7.45218103E+00
36 4.84898390E+00 8.77807613E+00 6.60152047E+00 7.91765292E+00 1.79176521E-10 7.65356880E+00
37 4.99240841E+00 9.69802432E+00 6.81646484E+00 7.43920326E+00 1.41350007E-10 7.95321920E+00
38 5.30354840E+00 1.01985908E+01 6.72275479E+00 7.37452877E+00 9.12525035E-10 8.32757975E+00
39 5.63119034E+00 1.07640162E+01 6.60452328E+00 7.27377998E+00 4.21495669E-05 8.60251854E+00
40 5.97191224E+00 1.12783248E+01 6.47993771E+00 7.16615167E+00 8.85692667E-10 8.85625966E+00
41 6.31484643E+00 1.18195208E+01 6.34801428E+00 7.05227012E+00 3.66260136E-06 9.08564804E+00
42 6.66411113E+00 1.24038298E+01 6.20561573E+00 6.92560492E+00 9.54837768E-10 9.58562966E+00
43 7.04311544E+00 1.29768931E+01 6.03427751E+00 6.76777741E+00 1.22516657E-11 9.49897896E+00
44 7.56809136E+00 1.39842024E+01 5.73831216E+00 6.46622551E+00 9.98781491E-06 9.87554319E+00
45 7.95167393E+00 1.45575622E+01 5.56562176E+00 6.31429688E+00 6.39903949E-10 1.02623427E+01
