#int_mass winds winds_init rlof rlof_init cc cc_init
11 2.11932190E-06 2.11932189E-06 2.14584556E-05 2.14584556E-05 2.02108208E-03 5.45396128E-06
12 2.61519897E-06 2.61519894E-06 2.27468371E-05 2.27468371E-05 5.36655927E-05 6.45938559E-06
13 3.20342170E-06 3.20342165E-06 2.39490797E-05 2.39490796E-05 3.28349998E-03 7.59505704E-06
14 3.87966422E-06 3.87966413E-06 2.50726308E-05 2.50726308E-05 1.40972567E-04 8.27657716E-06
15 4.64400224E-06 4.64400210E-06 2.61119864E-05 2.61119864E-05 1.18232418E-04 9.47232439E-06
16 5.35772611E-06 5.35772593E-06 2.73072251E-05 2.73072251E-05 6.49396967E-05 1.04316315E-05
17 6.40273395E-06 6.40273364E-06 2.81729156E-05 2.81729156E-05 7.06979823E-05 1.15367477E-05
18 7.32221147E-06 7.32221091E-06 2.95058578E-05 2.95058578E-05 9.88784102E-05 1.22473872E-05
19 8.16528866E-06 8.16528740E-06 3.09807277E-05 3.09807277E-05 1.26948682E-04 1.29981988E-05
20 6.29985257E-06 6.29985241E-06 3.26280242E-05 3.26280242E-05 9.18061422E-05 1.64169485E-05
21 7.72100822E-06 7.72100796E-06 3.33648363E-05 3.33648362E-05 9.61339518E-05 1.70273868E-05
22 7.32070782E-06 7.32070779E-06 3.10083068E-05 3.10083067E-05 8.80140989E-05 2.23491778E-05
23 8.12565689E-06 8.12565685E-06 3.25313661E-05 3.25313660E-05 8.19657096E-05 2.25121206E-05
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 1.61741235E-05 1.61741180E-05 3.40935200E-05 3.40935199E-05 1.27309333E-04 2.21448296E-05
27 1.44997957E-05 1.44997955E-05 3.03195648E-05 3.03195646E-05 1.93751885E-04 3.04938656E-05
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 2.25921104E-05 2.25921095E-05 3.12623590E-05 3.12623588E-05 9.83495380E-05 3.13360066E-05
31 2.03423694E-05 2.03423692E-05 3.18775781E-05 3.18775779E-05 1.65048624E-04 3.52741185E-05
32 2.80706912E-05 2.80706329E-05 3.29286365E-05 3.29286363E-05 2.38223405E-04 2.89604121E-05
33 3.03650671E-05 3.03555994E-05 3.29555972E-05 3.29555971E-05 1.91395795E-04 2.95971748E-05
34 3.24619394E-05 3.24574791E-05 3.16499022E-05 3.16499020E-05 2.28558151E-04 3.20158418E-05
35 3.49818214E-05 3.49343392E-05 3.29090385E-05 3.29090383E-05 2.38695921E-04 3.12854423E-05
36 3.69048036E-05 3.68517610E-05 3.32395678E-05 3.32395675E-05 2.22942538E-04 3.21309003E-05
37 4.08429860E-05 4.07138500E-05 3.12309597E-05 3.12309596E-05 2.76730181E-04 3.33888803E-05
38 4.29665859E-05 4.28153078E-05 3.09594459E-05 3.09594458E-05 1.19765629E-04 3.49605055E-05
39 4.53664104E-05 4.51890535E-05 3.05364865E-05 3.05364864E-05 1.24266173E-04 3.61147423E-05
40 4.75513305E-05 4.73482030E-05 3.00846457E-05 3.00846455E-05 1.27062215E-04 3.71799880E-05
41 4.98539100E-05 4.96202298E-05 2.96065529E-05 2.96065527E-05 1.32823780E-04 3.81429969E-05
42 5.23407133E-05 5.20732520E-05 2.90747922E-05 2.90747920E-05 2.37962261E-04 4.02419994E-05
43 5.47824898E-05 5.44790630E-05 2.84122072E-05 2.84122070E-05 1.82213766E-04 3.98782259E-05
44 5.90501177E-05 5.87079080E-05 2.71462443E-05 2.71462441E-05 3.51753746E-04 4.14591025E-05
45 6.14934998E-05 6.11149635E-05 2.65084237E-05 2.65084235E-05 2.23699047E-04 4.30829483E-05
