#int_mass winds winds_init rlof rlof_init cc cc_init
11 9.80838308E-08 9.80838308E-08 9.93113665E-07 9.93113665E-07 4.88210835E-07 2.52413480E-07
12 1.21033398E-07 1.21033398E-07 1.05274094E-06 1.05274094E-06 1.20296811E-06 2.98945283E-07
13 1.48256793E-07 1.48256793E-07 1.10838164E-06 1.10838164E-06 1.25929054E-06 3.51505023E-07
14 1.79553810E-07 1.79553810E-07 1.16038044E-06 1.16038044E-06 2.15079208E-06 3.83046292E-07
15 2.14927953E-07 2.14927953E-07 1.20848261E-06 1.20848261E-06 2.64386653E-06 4.38386385E-07
16 2.47959636E-07 2.47959635E-07 1.26379917E-06 1.26379917E-06 3.15149811E-06 4.82783848E-07
17 2.96323395E-07 2.96323388E-07 1.30386398E-06 1.30386398E-06 4.12317446E-06 5.33929468E-07
18 3.38877541E-07 3.38877496E-07 1.36555356E-06 1.36555356E-06 4.66971424E-06 5.66818405E-07
19 3.77895914E-07 3.77895717E-07 1.43381167E-06 1.43381167E-06 5.35414168E-06 6.01566535E-07
20 2.91561966E-07 2.91561966E-07 1.51004980E-06 1.51004980E-06 7.79847855E-06 7.59788876E-07
21 3.57334129E-07 3.57334127E-07 1.54415002E-06 1.54415002E-06 8.74710779E-06 7.88040424E-07
22 3.38807930E-07 3.38807930E-07 1.43508804E-06 1.43508804E-06 1.18290020E-05 1.03433696E-06
23 3.76061586E-07 3.76061586E-07 1.50557639E-06 1.50557639E-06 1.31082319E-05 1.04187808E-06
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 7.48551670E-07 7.48550496E-07 1.57787406E-06 1.57787406E-06 1.48205408E-05 1.02487957E-06
27 6.71061578E-07 6.71061578E-07 1.40321254E-06 1.40321254E-06 1.87927213E-05 1.41127932E-06
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 1.04558003E-06 1.04558003E-06 1.44684577E-06 1.44684577E-06 2.71232290E-05 1.45025424E-06
31 9.41460333E-07 9.41460333E-07 1.47531858E-06 1.47531858E-06 2.98306301E-05 1.63251306E-06
32 1.29914733E-06 1.29913026E-06 1.52396236E-06 1.52396236E-06 2.30066983E-05 1.34030992E-06
33 1.43516370E-06 1.40488025E-06 1.52521012E-06 1.52521012E-06 2.45366257E-05 1.36977978E-06
34 1.51548517E-06 1.50215684E-06 1.46478156E-06 1.46478156E-06 2.78621912E-05 1.48171753E-06
35 1.76938167E-06 1.61678782E-06 1.52305535E-06 1.52305535E-06 2.69468144E-05 1.44791409E-06
36 1.87420883E-06 1.70552756E-06 1.53835249E-06 1.53835249E-06 2.81831596E-05 1.48704253E-06
37 2.28935710E-06 1.88426798E-06 1.44539259E-06 1.44539259E-06 3.00895137E-05 1.54526280E-06
38 2.44731071E-06 1.98152504E-06 1.43282672E-06 1.43282672E-06 3.43408154E-05 1.61799881E-06
39 2.62762401E-06 2.09138380E-06 1.41325184E-06 1.41325184E-06 3.51763705E-05 1.67141777E-06
40 2.79182429E-06 2.19131089E-06 1.39234030E-06 1.39234030E-06 3.67749189E-05 1.72071815E-06
41 2.97207422E-06 2.29646202E-06 1.37021380E-06 1.37021380E-06 3.82429311E-05 1.76528694E-06
42 3.16756443E-06 2.40998975E-06 1.34560351E-06 1.34560351E-06 3.99080722E-05 1.86243037E-06
43 3.36097749E-06 2.52133252E-06 1.31493857E-06 1.31493857E-06 3.99075878E-05 1.84559466E-06
44 3.66735678E-06 2.71704668E-06 1.25634885E-06 1.25634885E-06 4.17329211E-05 1.91875883E-06
45 3.85960380E-06 2.82844704E-06 1.22683002E-06 1.22683002E-06 4.28822422E-05 1.99391165E-06
