#int_mass winds winds_init rlof rlof_init cc cc_init
11 3.34876028E-91 7.11921159E-100 9.33655947E-98 7.20830972E-99 1.41924948E-05 1.83209094E-99
12 2.19196076E-95 8.78495837E-100 1.02639507E-97 7.64110195E-99 1.53595325E-05 2.16983238E-99
13 1.19362631E-94 1.07609121E-99 1.11911156E-97 8.04495843E-99 4.18749445E-05 2.55132636E-99
14 5.46628423E-89 1.30325412E-99 1.24682380E-97 8.42238095E-99 5.77859484E-06 2.78026213E-99
15 9.48258265E-89 1.56001001E-99 1.65044319E-97 8.77152057E-99 8.51979873E-06 3.18193672E-99
16 7.33078996E-87 1.79976362E-99 1.55548285E-97 9.17302436E-99 7.61655122E-06 3.50418651E-99
17 4.35615869E-82 2.15080190E-99 2.01111502E-97 9.46382652E-99 7.01710050E-06 3.87541639E-99
18 2.95740372E-82 2.45967208E-99 2.07993240E-97 9.91158754E-99 8.33206941E-06 4.11413393E-99
19 8.60845338E-81 2.74287775E-99 2.32893446E-97 1.04070248E-98 9.05006576E-06 4.36634602E-99
20 2.60551334E-62 2.11624211E-99 2.64317414E-97 1.09603835E-98 1.55414560E-05 5.51477010E-99
21 3.92248198E-77 2.59363570E-99 2.32061815E-97 1.12078929E-98 6.98609021E-06 5.71982811E-99
22 2.62088920E-98 2.45916715E-99 1.78434801E-97 1.04162892E-98 1.53992029E-05 7.50752049E-99
23 2.60400897E-98 2.72956508E-99 2.23766952E-97 1.09279142E-98 4.71362236E-06 7.56225613E-99
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 5.26470937E-70 5.43319865E-99 3.21325743E-97 1.14526718E-98 7.28776224E-06 7.43887599E-99
27 8.25965921E-98 4.87076139E-99 2.61715013E-97 1.01849274E-98 5.18022702E-05 1.02434785E-98
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 3.11263415E-70 7.58912595E-99 2.76959077E-97 1.05016302E-98 2.02740275E-06 1.05263699E-98
31 6.54605863E-80 6.83339472E-99 2.37203806E-97 1.07082941E-98 2.55346178E-06 1.18492577E-98
32 7.51829428E-65 9.42946778E-99 2.65063224E-97 1.10613650E-98 1.49565413E-05 9.72836180E-99
33 2.40509352E-73 1.01970322E-98 2.71635598E-97 1.10704216E-98 1.19101425E-05 9.94226269E-99
34 1.58609212E-73 1.09030941E-98 3.02429595E-97 1.06318134E-98 1.16876909E-05 1.07547396E-98
35 1.72940069E-73 1.17351193E-98 3.44165914E-97 1.10547816E-98 1.20147443E-05 1.05093844E-98
36 1.18647002E-73 1.23792183E-98 3.49400409E-97 1.11658127E-98 1.19934099E-05 1.07933900E-98
37 1.82897336E-76 1.36765686E-98 2.10800014E-97 1.04910826E-98 1.19881039E-05 1.12159698E-98
38 9.18468651E-73 1.43824889E-98 1.94054157E-97 1.03998758E-98 2.54521925E-06 1.17439091E-98
39 1.29641044E-73 1.51798759E-98 1.81341697E-97 1.02577956E-98 2.80761331E-06 1.21316395E-98
40 9.15051257E-76 1.59051759E-98 1.79041940E-97 1.01060135E-98 2.63628536E-06 1.24894761E-98
41 4.33774459E-73 1.66683936E-98 1.68446403E-97 9.94541291E-99 2.59366621E-06 1.28129694E-98
42 1.14960705E-73 1.74924111E-98 1.61993851E-97 9.76678423E-99 3.17080962E-05 1.35180649E-98
43 1.65566047E-71 1.83005695E-98 1.60371158E-97 9.54420912E-99 4.37605757E-06 1.33958663E-98
44 1.49067079E-73 1.97211203E-98 1.51245523E-97 9.11894773E-99 3.78547469E-05 1.39269133E-98
45 2.32053288E-71 2.05296967E-98 1.38410575E-97 8.90469148E-99 3.48159213E-05 1.44723945E-98
