#int_mass winds winds_init rlof rlof_init cc cc_init
11 2.54186471E-53 7.09866643E-100 3.92989754E-98 7.18750744E-99 1.38762502E-04 1.82680375E-99
12 1.28421542E-51 8.75960607E-100 3.92968513E-98 7.61905068E-99 8.37526730E-06 2.16357052E-99
13 7.74211495E-51 1.07298574E-99 4.31975509E-98 8.02174168E-99 1.97306789E-04 2.54396355E-99
14 4.16496054E-50 1.29949309E-99 4.15595844E-98 8.39807501E-99 1.68160440E-05 2.77223864E-99
15 8.07481169E-41 1.55550801E-99 4.28668616E-98 8.74620705E-99 1.57083534E-05 3.17275405E-99
16 1.36961480E-40 1.79456973E-99 3.98331092E-98 9.14655215E-99 1.38986165E-05 3.49407386E-99
17 2.31515976E-40 2.14459495E-99 4.82904823E-98 9.43651509E-99 1.12259038E-05 3.86423242E-99
18 3.23011528E-40 2.45257377E-99 5.66556676E-98 9.88298393E-99 1.35070386E-05 4.10226105E-99
19 5.93108857E-40 2.73496214E-99 4.73099262E-98 1.03769915E-98 2.12890754E-05 4.35374529E-99
20 7.96449107E-42 2.11013489E-99 5.45810853E-98 1.09287532E-98 1.82096471E-05 5.49885516E-99
21 8.68150969E-47 2.58615079E-99 6.15807114E-98 1.11755483E-98 2.00552655E-05 5.70332139E-99
22 4.69151278E-99 2.45207030E-99 6.82765035E-98 1.03862290E-98 7.90890151E-06 7.48585472E-99
23 7.17261150E-99 2.72168790E-99 5.91511529E-98 1.08963776E-98 1.03120951E-05 7.54043239E-99
24 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
25 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
26 2.42360665E-40 5.41751911E-99 7.23553309E-98 1.14196209E-98 2.27858421E-05 7.41740831E-99
27 1.30145276E-98 4.85670498E-99 5.89452915E-98 1.01555349E-98 3.71593497E-05 1.02139170E-98
28 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
29 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00 -1.00000000E+00
30 2.66180328E-42 7.56722468E-99 7.76084630E-98 1.04713238E-98 8.17893291E-06 1.04959921E-98
31 1.44477941E-60 6.81367439E-99 3.86829977E-98 1.06773913E-98 1.08376505E-05 1.18150622E-98
32 3.16736247E-35 9.40225550E-99 7.11738473E-98 1.10294432E-98 4.19944745E-05 9.70028696E-99
33 1.14112405E-39 1.01676048E-98 4.20446406E-98 1.10384737E-98 3.18584808E-05 9.91357055E-99
34 9.70493452E-42 1.08716292E-98 9.79368131E-98 1.06011313E-98 3.81199620E-05 1.07237028E-98
35 1.81674527E-39 1.17012532E-98 8.10030863E-98 1.10228789E-98 4.33255696E-05 1.04790556E-98
36 2.32762826E-39 1.23434934E-98 1.28922533E-97 1.11335896E-98 3.87294507E-05 1.07622416E-98
37 4.80440159E-39 1.36370997E-98 9.51696023E-98 1.04608066E-98 4.96298663E-05 1.11836019E-98
38 5.38665775E-39 1.43409828E-98 6.12844434E-98 1.03698631E-98 9.57323828E-06 1.17100176E-98
39 5.49240856E-39 1.51360687E-98 6.10667403E-98 1.02281929E-98 1.00565933E-05 1.20966291E-98
40 5.87356345E-39 1.58592756E-98 6.48436894E-98 1.00768488E-98 9.74351443E-06 1.24534330E-98
41 6.94379603E-39 1.66202907E-98 5.69251264E-98 9.91671168E-99 1.01419062E-05 1.27759928E-98
42 8.13354800E-39 1.74419302E-98 5.89569924E-98 9.73859850E-99 3.37830812E-05 1.34790534E-98
43 9.34475421E-39 1.82477564E-98 5.12993080E-98 9.51666572E-99 1.69701856E-05 1.33572075E-98
44 9.83934998E-39 1.96642076E-98 4.74958624E-98 9.09263158E-99 5.46253062E-05 1.38867220E-98
45 1.13315147E-38 2.04704505E-98 5.59408839E-98 8.87899365E-99 2.97908515E-05 1.44306289E-98
