#intial_mass winds winds_init cc cc_init
11 1.65364804E-99 1.65376070E-99 6.17764983E-98 7.90428047E-99
12 4.34930081E-99 2.25308803E-99 6.16087290E-98 8.21550693E-99
13 5.72770822E-99 2.98106037E-99 7.49108932E-98 8.54793643E-99
14 8.30693377E-99 3.84895528E-99 7.61932033E-98 8.52400674E-99
15 9.44772297E-99 4.85877415E-99 8.36656576E-98 8.37157635E-99
16 1.08590941E-98 6.02513216E-99 9.82711898E-98 8.32485659E-99
17 7.53601804E-99 7.00605258E-99 1.11181795E-97 8.57081859E-99
18 9.74488862E-99 7.98845017E-99 1.20451892E-97 8.53827826E-99
19 1.03917764E-98 8.52504413E-99 1.28381092E-97 9.09597247E-99
20 9.56196122E-99 8.50676209E-99 1.29590379E-97 9.94166227E-99
21 9.32567163E-99 9.02532263E-99 1.34725407E-97 1.03976222E-98
22 1.38055197E-98 1.01876132E-98 1.37012920E-97 1.03137424E-98
23 1.35986341E-98 1.20593456E-98 1.42170258E-97 8.85676184E-99
24 1.69151897E-98 1.27970239E-98 7.56968742E-74 9.37920360E-99
25 1.63372622E-98 1.24312264E-98 1.60036694E-97 1.08065927E-98
26 2.53377174E-98 1.41854608E-98 9.01442433E-08 9.94735366E-99
27 2.37431633E-98 1.47058019E-98 5.53537674E-09 1.04573029E-98
28 2.61536786E-98 1.52378169E-98 1.55308579E-08 1.09300844E-98
29 2.61789269E-98 1.57525359E-98 3.45237091E-09 1.15071127E-98
30 2.21850512E-98 1.58792730E-98 4.43112259E-34 1.23804182E-98
31 2.39000608E-98 1.64584620E-98 1.49028603E-08 1.27236576E-98
32 2.47420895E-98 1.69835643E-98 1.60487746E-09 1.31540008E-98
33 1.01571251E-53 1.85937549E-98 2.10658785E-10 1.24582787E-98
34 3.00624696E-53 1.89227822E-98 2.37835492E-10 1.32678635E-98
35 5.05441502E-51 1.98998935E-98 4.07588473E-09 1.33883361E-98
36 9.34740029E-51 2.10776108E-98 7.17675428E-11 1.29661790E-98
37 9.34344384E-67 2.14341539E-98 3.09828315E-07 1.36348383E-98
38 1.03459144E-66 2.20323456E-98 9.07992663E-09 1.39974515E-98
39 2.07473668E-66 2.26893308E-98 1.19269142E-08 1.43150355E-98
40 3.47165839E-66 2.33107300E-98 3.95190522E-11 1.47631259E-98
41 3.44819136E-66 2.39799271E-98 3.05417620E-08 1.55716059E-98
42 7.33022034E-66 2.46872848E-98 3.01078934E-08 1.57021011E-98
43 1.05929742E-65 2.53654180E-98 9.89387117E-08 1.60542609E-98
44 4.18871174E-66 2.60710283E-98 2.15351471E-09 1.66451914E-98
45 3.33602906E-66 2.67357562E-98 6.92177133E-09 1.69039596E-98
