#intial_mass winds winds_init cc cc_init
11 3.97645057E-99 1.65376070E-99 2.18333146E-64 7.90428047E-99
12 5.22558485E-99 2.25308803E-99 1.23739729E-66 8.21550693E-99
13 4.36970605E-99 2.98106037E-99 1.19490143E-68 8.54793643E-99
14 4.86042063E-99 3.84895528E-99 4.12218064E-69 8.52400674E-99
15 5.76375821E-99 4.85877415E-99 3.48534541E-67 8.37157635E-99
16 6.91052331E-99 6.02513216E-99 2.27417745E-63 8.32485659E-99
17 7.65607270E-99 7.00605258E-99 7.26370126E-59 8.57081859E-99
18 8.68247165E-99 7.98845017E-99 3.66705287E-54 8.53827826E-99
19 8.91142878E-99 8.52504413E-99 3.61987647E-50 9.09597247E-99
20 9.41292810E-99 8.50676209E-99 2.30413608E-52 9.94166227E-99
21 9.38991912E-99 9.02532263E-99 9.39761410E-57 1.03976222E-98
22 1.26177437E-98 1.01876132E-98 7.89078187E-48 1.03137424E-98
23 1.66802079E-98 1.20593456E-98 9.03030201E-18 8.85676184E-99
24 1.63452614E-98 1.27970239E-98 2.67380798E-07 9.37920360E-99
25 1.74116159E-98 1.24312264E-98 3.03402420E-22 1.08065927E-98
26 1.53905010E-62 1.41854608E-98 1.13945295E-04 9.94735366E-99
27 1.64690676E-98 1.47058019E-98 2.96156938E-04 1.04573029E-98
28 1.69630031E-98 1.52378169E-98 1.11492784E-03 1.09300844E-98
29 1.78392064E-98 1.57525359E-98 4.39408593E-04 1.15071127E-98
30 1.71744680E-98 1.58792730E-98 1.79685713E-05 1.23804182E-98
31 1.75129237E-98 1.64584620E-98 1.19897251E-04 1.27236576E-98
32 1.11027303E-88 1.69835643E-98 1.41394557E-04 1.31540008E-98
33 4.91883247E-42 1.85937549E-98 5.11691005E-08 1.24582787E-98
34 8.04333544E-42 1.89227822E-98 1.64725575E-08 1.32678635E-98
35 7.84350978E-41 1.98998935E-98 9.07015518E-08 1.33883361E-98
36 1.26348017E-40 2.10776108E-98 1.05693132E-08 1.29661790E-98
37 1.71156925E-53 2.14341539E-98 4.18128191E-07 1.36348383E-98
38 1.58199690E-53 2.20323456E-98 2.64994029E-07 1.39974515E-98
39 2.72583080E-53 2.26893308E-98 2.39966341E-07 1.43150355E-98
40 4.22186841E-53 2.33107300E-98 4.29679180E-09 1.47631259E-98
41 5.03827795E-53 2.39799271E-98 3.85379584E-07 1.55716059E-98
42 8.76695193E-53 2.46872848E-98 3.81325249E-07 1.57021011E-98
43 1.13753142E-52 2.53654180E-98 3.10381667E-07 1.60542609E-98
44 5.67351608E-53 2.60710283E-98 2.17270723E-07 1.66451914E-98
45 4.15662926E-53 2.67357562E-98 2.81989209E-07 1.69039596E-98
