#intial_mass winds winds_init cc cc_init
11 1.71904098E-06 1.71904098E-06 2.44407953E-05 8.21629276E-06
12 2.34202606E-06 2.34202606E-06 3.94262733E-05 8.53980453E-06
13 3.09873427E-06 3.09873427E-06 4.60047667E-05 8.88535630E-06
14 4.00088832E-06 4.00088832E-06 4.32127016E-05 8.86048200E-06
15 5.05056861E-06 5.05056862E-06 3.98677940E-05 8.70203461E-06
16 6.26296725E-06 6.26296725E-06 5.10782677E-05 8.65347064E-06
17 7.28260836E-06 7.28260837E-06 9.04041474E-05 8.90914170E-06
18 8.30378495E-06 8.30378497E-06 1.31361072E-04 8.87531688E-06
19 8.86156033E-06 8.86156035E-06 1.23429550E-04 9.45502542E-06
20 8.84255661E-06 8.84255665E-06 1.28115088E-04 1.03340978E-05
21 9.38158671E-06 9.38158676E-06 1.45709949E-04 1.08080562E-05
22 1.05897574E-05 1.05897574E-05 1.52482463E-04 1.07208654E-05
23 1.25353742E-05 1.25353743E-05 1.31876854E-04 9.20637223E-06
24 1.33021715E-05 1.33021716E-05 1.15009792E-04 9.74943677E-06
25 1.29219345E-05 1.29219347E-05 1.07592111E-04 1.12331704E-05
26 1.47454153E-05 1.47454154E-05 2.02790101E-04 1.03400139E-05
27 1.52862962E-05 1.52862963E-05 2.18109123E-04 1.08700928E-05
28 1.58393118E-05 1.58393121E-05 2.24388652E-04 1.13615368E-05
29 1.63743486E-05 1.63743489E-05 2.48084721E-04 1.19613427E-05
30 1.65060886E-05 1.65060889E-05 2.69875633E-04 1.28691209E-05
31 1.71081404E-05 1.71081407E-05 2.82470970E-04 1.32259092E-05
32 1.76539704E-05 1.76539708E-05 2.90897762E-04 1.36732397E-05
33 1.93277209E-05 1.93277218E-05 2.86296806E-04 1.29500548E-05
34 1.96697361E-05 1.96697371E-05 3.11254641E-04 1.37915970E-05
35 2.06854212E-05 2.06854186E-05 3.69541528E-04 1.39168252E-05
36 2.19096804E-05 2.19096250E-05 3.23568508E-04 1.34780038E-05
37 2.31816140E-05 2.22802423E-05 3.77030227E-04 1.41730577E-05
38 2.55963601E-05 2.29020468E-05 3.87249105E-04 1.45499846E-05
39 2.87024098E-05 2.35849658E-05 3.92836692E-04 1.48801049E-05
40 3.12684857E-05 2.42308940E-05 3.86409227E-04 1.53458831E-05
41 3.44682057E-05 2.49265069E-05 4.09118020E-04 1.61862770E-05
42 3.81342948E-05 2.56617867E-05 4.22727846E-04 1.63219233E-05
43 4.13930360E-05 2.63666885E-05 4.22584560E-04 1.66879842E-05
44 4.51118737E-05 2.71001519E-05 4.50364040E-04 1.73022410E-05
45 4.83695672E-05 2.77911191E-05 4.50700791E-04 1.75712238E-05
