#intial_mass winds winds_init cc cc_init
11 6.92777544E-99 1.65376070E-99 2.66068019E-08 7.90428047E-99
12 1.07939838E-98 2.25308803E-99 6.19199022E-09 8.21550693E-99
13 1.46272770E-98 2.98106037E-99 6.69152977E-09 8.54793643E-99
14 1.92795142E-98 3.84895528E-99 4.62342260E-09 8.52400674E-99
15 2.26625278E-98 4.85877415E-99 1.85446745E-08 8.37157635E-99
16 3.16160105E-98 6.02513216E-99 2.63675718E-08 8.32485659E-99
17 3.72020019E-98 7.00605258E-99 8.79413754E-09 8.57081859E-99
18 3.97911435E-98 7.98845017E-99 1.54365578E-09 8.53827826E-99
19 3.43076263E-98 8.52504413E-99 3.18218041E-09 9.09597247E-99
20 2.86212800E-98 8.50676209E-99 9.69641829E-09 9.94166227E-99
21 3.45782088E-98 9.02532263E-99 3.19707590E-09 1.03976222E-98
22 4.22049191E-98 1.01876132E-98 6.95108404E-09 1.03137424E-98
23 5.37920824E-98 1.20593456E-98 5.32470192E-08 8.85676184E-99
24 5.43012752E-98 1.27970239E-98 3.57710188E-07 9.37920360E-99
25 4.40563745E-98 1.24312264E-98 1.02946793E-06 1.08065927E-98
26 4.57574602E-96 1.41854608E-98 7.79914586E-08 9.94735366E-99
27 5.96107912E-98 1.47058019E-98 4.76046745E-08 1.04573029E-98
28 4.83745438E-98 1.52378169E-98 2.14339915E-07 1.09300844E-98
29 4.77382583E-98 1.57525359E-98 3.36687485E-08 1.15071127E-98
30 6.02279474E-98 1.58792730E-98 1.01621027E-07 1.23804182E-98
31 9.84050056E-98 1.64584620E-98 3.60594848E-08 1.27236576E-98
32 7.13252009E-98 1.69835643E-98 5.76633134E-08 1.31540008E-98
33 2.72835674E-60 1.85937549E-98 4.09266748E-08 1.24582787E-98
34 6.30570926E-54 1.89227822E-98 3.84156994E-08 1.32678635E-98
35 2.01507270E-51 1.98998935E-98 1.37485927E-08 1.33883361E-98
36 1.04654013E-51 2.10776108E-98 1.98142830E-08 1.29661790E-98
37 1.01136887E-52 2.14341539E-98 1.74246152E-08 1.36348383E-98
38 4.05157895E-52 2.20323456E-98 2.09283033E-08 1.39974515E-98
39 3.99073694E-49 2.26893308E-98 2.35162863E-08 1.43150355E-98
40 6.09076629E-49 2.33107300E-98 3.55060256E-08 1.47631259E-98
41 5.62237479E-46 2.39799271E-98 2.63057805E-08 1.55716059E-98
42 8.16439373E-46 2.46872848E-98 2.43038785E-08 1.57021011E-98
43 9.76112073E-46 2.53654180E-98 3.48145552E-08 1.60542609E-98
44 1.10594490E-45 2.60710283E-98 1.60962236E-08 1.66451914E-98
45 1.41266386E-45 2.67357562E-98 2.58271471E-08 1.69039596E-98
