#intial_mass winds winds_init cc cc_init
11 1.65321989E-99 1.65376070E-99 6.08892595E-98 7.90428047E-99
12 2.24835642E-99 2.25308803E-99 7.21116098E-98 8.21550693E-99
13 2.97083454E-99 2.98106037E-99 8.54310444E-98 8.54793643E-99
14 3.83240758E-99 3.84895528E-99 9.93833469E-98 8.52400674E-99
15 5.10679082E-99 4.85877415E-99 1.09494563E-97 8.37157635E-99
16 1.42817348E-98 6.02513216E-99 1.21797820E-97 8.32485659E-99
17 1.92872627E-98 7.00605258E-99 1.35600773E-97 8.57081859E-99
18 1.81781712E-98 7.98845017E-99 1.38493267E-97 8.53827826E-99
19 1.79191801E-98 8.52504413E-99 1.51310920E-97 9.09597247E-99
20 1.72874249E-98 8.50676209E-99 1.52435980E-97 9.94166227E-99
21 1.73691061E-98 9.02532263E-99 1.55667830E-97 1.03976222E-98
22 2.11617509E-98 1.01876132E-98 1.71801493E-97 1.03137424E-98
23 2.63280154E-98 1.20593456E-98 1.64078173E-97 8.85676184E-99
24 3.23685917E-98 1.27970239E-98 1.81124701E-97 9.37920360E-99
25 2.79246671E-98 1.24312264E-98 1.87239360E-97 1.08065927E-98
26 2.97846270E-98 1.41854608E-98 5.87128299E-06 9.94735366E-99
27 2.45411704E-98 1.47058019E-98 1.02229040E-05 1.04573029E-98
28 2.62354487E-98 1.52378169E-98 2.64905777E-08 1.09300844E-98
29 2.69911007E-98 1.57525359E-98 1.84662697E-09 1.15071127E-98
30 2.27389845E-98 1.58792730E-98 1.88640826E-40 1.23804182E-98
31 2.42350746E-98 1.64584620E-98 5.63556911E-09 1.27236576E-98
32 3.04013657E-98 1.69835643E-98 3.32331053E-11 1.31540008E-98
33 1.56466471E-92 1.85937549E-98 1.02098748E-08 1.24582787E-98
34 1.68265419E-86 1.89227822E-98 9.04735869E-09 1.32678635E-98
35 9.50478048E-92 1.98998935E-98 7.96661305E-08 1.33883361E-98
36 1.69618659E-95 2.10776108E-98 2.19736370E-09 1.29661790E-98
37 1.11086199E-73 2.14341539E-98 1.19838267E-06 1.36348383E-98
38 1.35848726E-73 2.20323456E-98 1.58802669E-07 1.39974515E-98
39 3.07757786E-73 2.26893308E-98 1.87578318E-07 1.43150355E-98
40 5.41720295E-73 2.33107300E-98 6.68698492E-10 1.47631259E-98
41 4.81891100E-73 2.39799271E-98 5.33917121E-07 1.55716059E-98
42 1.16833797E-72 2.46872848E-98 5.78401458E-07 1.57021011E-98
43 1.78226899E-72 2.53654180E-98 5.39251910E-07 1.60542609E-98
44 5.58923759E-73 2.60710283E-98 2.01019992E-08 1.66451914E-98
45 5.01653760E-73 2.67357562E-98 1.43768274E-07 1.69039596E-98
