#intial_mass winds winds_init cc cc_init
11 2.28614198E-05 2.28614200E-05 3.92870259E-03 1.09267971E-04
12 3.11464598E-05 3.11464602E-05 2.98485146E-03 1.13570334E-04
13 4.12098754E-05 4.12098761E-05 4.08489400E-03 1.18165806E-04
14 5.32075662E-05 5.32075672E-05 3.02722650E-03 1.17835004E-04
15 6.71671993E-05 6.71672007E-05 2.33243170E-03 1.15727822E-04
16 8.32908133E-05 8.32908155E-05 3.51299220E-03 1.15081973E-04
17 9.68509564E-05 9.68509598E-05 2.61472670E-03 1.18482126E-04
18 1.10431519E-04 1.10431524E-04 5.83663299E-03 1.18032292E-04
19 1.17849337E-04 1.17849345E-04 2.15777089E-03 1.25741800E-04
20 1.17596604E-04 1.17596616E-04 2.90979792E-03 1.37432530E-04
21 1.24765127E-04 1.24765144E-04 1.48260494E-03 1.43735674E-04
22 1.40832508E-04 1.40832531E-04 1.77807710E-03 1.42576128E-04
23 1.66707137E-04 1.66707170E-04 2.54651339E-03 1.22434977E-04
24 1.76904722E-04 1.76904760E-04 8.17719160E-03 1.29657159E-04
25 1.71847972E-04 1.71848013E-04 6.60731487E-03 1.49389241E-04
26 1.96098326E-04 1.96098371E-04 4.89066758E-03 1.37511207E-04
27 2.03291456E-04 2.03291513E-04 4.95762074E-03 1.44560694E-04
28 2.10645955E-04 2.10646035E-04 4.86765433E-03 1.51096377E-04
29 2.17761369E-04 2.17761457E-04 4.56040806E-03 1.59073159E-04
30 2.19513367E-04 2.19513459E-04 2.73261580E-03 1.71145645E-04
31 2.27520020E-04 2.27520109E-04 2.33331650E-03 1.75890552E-04
32 2.34778958E-04 2.34779070E-04 2.22039449E-03 1.81839572E-04
33 2.57037918E-04 2.57038181E-04 4.92486062E-03 1.72221981E-04
34 2.61586347E-04 2.61586621E-04 5.12115755E-03 1.83413599E-04
35 2.75093724E-04 2.75094107E-04 2.21284068E-03 1.85079000E-04
36 2.91374219E-04 2.91374753E-04 4.04659715E-03 1.79243142E-04
37 2.96394963E-04 2.96303568E-04 2.46436184E-03 1.88486621E-04
38 3.04849340E-04 3.04572909E-04 2.30111134E-03 1.93499349E-04
39 3.14177132E-04 3.13655007E-04 2.35247805E-03 1.97889598E-04
40 3.22967259E-04 3.22245166E-04 4.33533417E-03 2.04083954E-04
41 3.32477244E-04 3.31496079E-04 3.65626554E-03 2.15260300E-04
42 3.42560277E-04 3.41274519E-04 4.63849262E-03 2.17064252E-04
43 3.52211161E-04 3.50648965E-04 3.32001988E-03 2.21932473E-04
44 3.62290590E-04 3.60403249E-04 4.93986870E-03 2.30101437E-04
45 3.71771747E-04 3.69592380E-04 5.14429957E-03 2.33678622E-04
