#wind_eta winds winds_init
0.5 1.44383823E-06 1.44383823E-06
0.6 1.63706379E-06 1.63706379E-06
0.7 1.78705327E-06 1.78705327E-06
0.8 1.93595555E-06 1.93595717E-06
0.9 2.10051430E-06 2.01442924E-06
1.0 2.25682600E-06 2.10609347E-06
1.1 2.41520174E-06 2.21451457E-06
1.2 2.46189560E-06 2.26602764E-06
1.3 2.65197869E-06 2.39931966E-06
1.4 2.75469999E-06 2.49129428E-06
1.5 2.84193163E-06 2.57741438E-06
1.6 2.92088728E-06 2.66003834E-06
1.7 2.97833636E-06 2.71957602E-06
1.8 3.02784046E-06 2.77093936E-06
1.9 3.06991880E-06 2.81455940E-06
2.0 3.10794306E-06 2.85491419E-06
