#int_mass winds winds_init
0.5 3.51400040E-04 5.12913240E-04
0.6 4.16484239E-04 7.58599442E-04
0.7 6.43883066E-04 8.70015440E-04
0.8 8.25794064E-04 9.77916983E-04
0.9 9.74898024E-04 1.07953703E-03
1.0 1.09912905E-03 1.17978609E-03
1.1 1.13419954E-03 1.23945708E-03
1.2 1.27047153E-03 1.38113593E-03
1.3 1.33100199E-03 1.48023216E-03
1.4 1.38649268E-03 1.58157134E-03
1.5 1.43065595E-03 1.69143319E-03
1.6 1.44484621E-03 1.79135075E-03
1.7 1.43022331E-03 1.83398049E-03
1.8 1.41056529E-03 1.86314184E-03
1.9 1.39051169E-03 1.89002804E-03
2.0 1.37416442E-03 1.91461736E-03
