#int_mass winds winds_init
0.5 6.78077101E-98 8.86229314E-99
0.6 1.60175764E-41 1.31073447E-98
0.7 1.04718203E-39 1.50324290E-98
0.8 1.47774146E-39 1.68967893E-98
0.9 1.99081965E-39 1.86526158E-98
1.0 2.72513548E-39 2.03847538E-98
1.1 1.46967884E-39 2.14157699E-98
1.2 4.24020540E-39 2.38637463E-98
1.3 5.33031286E-39 2.55759655E-98
1.4 6.14475459E-39 2.73269391E-98
1.5 6.29362305E-39 2.92251702E-98
1.6 7.34860396E-39 3.09515805E-98
1.7 8.73848115E-39 3.16881520E-98
1.8 9.79127462E-39 3.21920119E-98
1.9 1.09140048E-38 3.26565611E-98
2.0 1.15131378E-38 3.30814239E-98
