#int_mass winds winds_init
0.5 9.64839483E-98 8.86229314E-99
0.6 1.58597682E-97 1.31073447E-98
0.7 1.99032915E-97 1.50324290E-98
0.8 2.29997864E-97 1.68967893E-98
0.9 2.59554665E-97 1.86526158E-98
1.0 2.85014365E-97 2.03847538E-98
1.1 3.52780522E-97 2.14157699E-98
1.2 3.73439698E-97 2.38637463E-98
1.3 4.43452237E-97 2.55759655E-98
1.4 4.71539560E-97 2.73269391E-98
1.5 5.26485973E-97 2.92251702E-98
1.6 5.58092971E-97 3.09515805E-98
1.7 5.83237304E-97 3.16881520E-98
1.8 5.76893805E-97 3.21920119E-98
1.9 5.81943635E-97 3.26565611E-98
2.0 5.79991043E-97 3.30814239E-98
