#int_mass winds winds_init
0.5 8.34481885E-99 8.86229314E-99
0.6 4.47742350E-76 1.31073447E-98
0.7 1.46923933E-98 1.50324290E-98
0.8 1.59702022E-98 1.68967893E-98
0.9 6.96176694E-78 1.86526158E-98
1.0 2.17591742E-75 2.03847538E-98
1.1 3.89612160E-78 2.14157699E-98
1.2 1.77499456E-72 2.38637463E-98
1.3 1.07129950E-72 2.55759655E-98
1.4 8.34325207E-73 2.73269391E-98
1.5 1.21356641E-72 2.92251702E-98
1.6 9.00409583E-73 3.09515805E-98
1.7 2.79855016E-72 3.16881520E-98
1.8 6.17575472E-73 3.21920119E-98
1.9 5.28184113E-73 3.26565611E-98
2.0 1.21313097E-71 3.30814239E-98
