#wind_eta winds winds_init
0.5 2.10056297E-09 1.35766433E-08
0.6 2.08231138E-09 1.53935744E-08
0.7 2.07237556E-09 1.68039496E-08
0.8 2.06671698E-09 1.82041170E-08
0.9 2.10307156E-09 1.89420025E-08
1.0 2.05231403E-09 1.98039360E-08
1.1 2.09570800E-09 2.08234370E-08
1.2 2.10416565E-09 2.13078227E-08
1.3 2.08959762E-09 2.25611891E-08
1.4 2.09405874E-09 2.34260412E-08
1.5 2.09176938E-09 2.42358424E-08
1.6 2.08828760E-09 2.50127688E-08
1.7 2.06899367E-09 2.55726112E-08
1.8 2.06924101E-09 2.60555889E-08
1.9 2.05582576E-09 2.64657552E-08
2.0 2.09229710E-09 2.68452178E-08
