#wind_eta winds winds_init
0.5 4.99864520E-98 1.82186698E-98
0.6 7.91485585E-98 2.06568326E-98
0.7 9.05406307E-98 2.25494330E-98
0.8 9.55913609E-98 2.44283353E-98
0.9 1.13195275E-97 2.54185133E-98
1.0 1.05865328E-97 2.65751527E-98
1.1 9.74008252E-98 2.79432341E-98
1.2 1.42644399E-97 2.85932374E-98
1.3 1.40994299E-91 3.02751456E-98
1.4 6.77043174E-90 3.14357017E-98
1.5 9.40676358E-90 3.25223841E-98
1.6 3.00851043E-90 3.35649515E-98
1.7 4.91503755E-88 3.43162111E-98
1.8 9.10929312E-87 3.49643251E-98
1.9 2.25034217E-90 3.55147324E-98
2.0 9.64714935E-90 3.60239381E-98
