#wind_eta winds winds_init
0.5 5.24733744E-98 1.82174304E-98
0.6 9.48833980E-98 2.06554274E-98
0.7 1.08501747E-97 2.25478991E-98
0.8 9.64404663E-98 2.44266736E-98
0.9 3.51277810E-76 2.54167841E-98
1.0 1.14958723E-78 2.65733449E-98
1.1 1.09510289E-78 2.79413332E-98
1.2 3.43737273E-79 2.85912923E-98
1.3 2.26962043E-78 3.02730861E-98
1.4 3.00595512E-78 3.14335632E-98
1.5 3.90070586E-78 3.25201717E-98
1.6 4.31129046E-78 3.35626682E-98
1.7 5.36734227E-78 3.43138767E-98
1.8 5.50908086E-78 3.49619466E-98
1.9 6.27922830E-78 3.55123165E-98
2.0 6.27709103E-78 3.60214875E-98
